# Semihemispheric annual emissions with no systematic uncertainty for HFC-227ea 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:20.787373+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1983,6,1983.46,-0.2639489393277472,0.07498279983155953,0.6159056440187669,-0.3497068220849542,0.8207002750870637,0.8876705120132145,0.3426990710521033,0.31126912281496066
1984,6,1984.46,-0.2871945084134495,0.07593561314570252,0.616988729588229,-0.347003978393559,0.777053541489216,0.870849520781493,0.3382486641877586,0.30266953850238043
1985,6,1985.46,-0.29529163803999836,0.07759995183369028,0.6178319954979088,-0.34574857281063487,0.6921891878306403,0.8451735902900284,0.33143225030641466,0.295908392971641
1986,6,1986.46,-0.2683831419681155,0.08123887499823468,0.6186691847015027,-0.3446198220376573,0.7165814398670496,0.8328240591135023,0.3240726109779785,0.2890865664317758
1987,6,1987.46,-0.19619672089265805,0.09037520344099903,0.6207117602211838,-0.3446183137959906,0.7560178614181253,0.8142735242830832,0.3168193930905193,0.2870903033540275
1988,6,1988.46,-0.20145736953872984,0.09527087330025097,0.6236504791127118,-0.3367715789199792,0.7482775047745591,0.7965285723241299,0.3151986236926029,0.28253162310149094
1989,6,1989.46,-0.2671232359989517,0.09498156342306174,0.6256014228720232,-0.33148454201977984,0.7237874936075848,0.78613634805725,0.3057565371189189,0.2816390555502092
1990,6,1990.46,-0.38746895083295385,0.09003808654051682,0.6267570697395968,-0.3276780339108427,0.7268441342254927,0.7647600638776826,0.29943973933222245,0.2757828766592015
1991,6,1991.46,-0.5154172966209111,0.08301449310996102,0.6266254017232313,-0.3265149342362042,0.6739288258221996,0.7410712590890784,0.2961522206047092,0.27217748963310373
1992,6,1992.46,-0.4691288575082248,0.0936006019968161,0.6286687871952381,-0.32638376344218384,0.6915217368286861,0.7238504901063255,0.289175907811411,0.2663385729138553
1993,6,1993.46,-0.2803933092508087,0.11610355125006755,0.6339044688456336,-0.3108629407476903,0.6808547862381236,0.7011759943928395,0.2832282024409694,0.26830480018380126
1994,6,1994.46,-0.3521503038402296,0.12163504783234967,0.6386328464199716,-0.2990098731183727,0.6266117549557864,0.684659423077656,0.2775693546892882,0.25905294444208427
1995,6,1995.46,-0.32118782710277305,0.12973113608919085,0.6413527031987636,-0.2977983296739771,0.6035253371800839,0.6599457168419205,0.267528627023755,0.24584340339808905
1996,6,1996.46,-0.056376026848873946,0.1569653009785601,0.643880195997096,-0.2796625342492422,0.5646529565627855,0.6335815096416716,0.2587685867909842,0.23628213419657068
1997,6,1997.46,-0.16108226965054637,0.14490544300240585,0.6378145843282227,-0.28924233445464415,0.5261477761481318,0.605468632288905,0.2501574949673631,0.23029350591297046
1998,6,1998.46,-0.01298476354303571,0.158306575353691,0.633358280638876,-0.29417915640230163,0.5488415929810209,0.5721953278376134,0.243119858712725,0.22067664698918055
1999,6,1999.46,-0.09392461423881038,0.16973230764764738,0.6314227037411762,-0.29245434579682594,0.5466067110940889,0.5407326811989615,0.2373347846225717,0.213573679833709
2000,6,2000.46,0.3431199029709169,0.23281150475819015,0.6355982450618641,-0.2803671367689723,0.53530885911061,0.5233849024805516,0.23023888832585185,0.20791867448895307
2001,6,2001.46,0.02582144815864096,0.24762765557708477,0.6473350569394931,-0.2565677515108211,0.5313474247381925,0.49068716489531483,0.2224950309916369,0.20561522952823183
2002,6,2002.46,0.34570620466787716,0.30938734939377893,0.6622529075843122,-0.21145118492231596,0.5142178467232434,0.4622240447727717,0.2164245411291745,0.19933249213184878
2003,6,2003.46,0.4506184714465887,0.354323147595831,0.6727427966757312,-0.181870962513457,0.4864210728336352,0.42670962602601703,0.209672836185878,0.18743885094124388
2004,6,2004.46,0.6671951761172094,0.41572596361758046,0.6872700298215664,-0.15190887962293562,0.44224724624656286,0.38781339321004976,0.19703946099582328,0.17683044930212177
2005,6,2005.46,0.7577729157695705,0.47077328114270295,0.7044817921824941,-0.1211226663680602,0.4048815940934958,0.3452603440408442,0.18526262539715999,0.16287113659466793
2006,6,2006.46,1.0040274047214712,0.5286690037157111,0.7163226117570809,-0.08715309745258548,0.33918855884553406,0.2954802914342218,0.1744881054276562,0.1501491896278122
2007,6,2007.46,0.9584423815818711,0.5775378880876545,0.7278544998970894,-0.058121390012855594,0.2624647240203386,0.2385779877428386,0.1596592242920378,0.14077618252179872
2008,6,2008.46,1.1661842122321247,0.6642398591957218,0.7516759310788238,-0.027568415439733967,0.23467077003908415,0.19919463392659725,0.15029692363878783,0.12780523409124733
2009,6,2009.46,1.2300492872350475,0.7501114133784669,0.7775209125381529,-0.01808454269846325,0.2291094389312848,0.20014197382228546,0.1457530472321516,0.12102823229359433
2010,6,2010.46,1.3148161838466734,0.8301839637557477,0.8070935522317363,-0.0163397830748153,0.26692882195443096,0.20512755250681194,0.14425290742954042,0.12203344025658468
2011,6,2011.46,1.281893882862093,0.9103064804007671,0.84514569557412,0.002436167354656474,0.2770326561532134,0.21575042731385977,0.14762244333781419,0.12312595228788013
2012,6,2012.46,1.4486947417039886,0.9888661698797035,0.8866150005867034,0.03834510822545379,0.2890932656770439,0.21948247926731962,0.14805264037776975,0.1274219082370252
2013,6,2013.46,1.5974796543290921,1.0671034974318343,0.9273003139790766,0.07856497253166306,0.2802852722647854,0.2272773603606101,0.14956445527312287,0.13128729345257664
2014,6,2014.46,1.5729467512941397,1.150739563486685,0.9613423159064659,0.11176553818878854,0.3118332502368509,0.24184058081326193,0.15135589222757997,0.13255792491373555
2015,6,2015.46,1.6366443472114298,1.2621024587532088,0.9909396662526596,0.14141169379066976,0.32400697406748685,0.24645942517141178,0.1532362447344814,0.1382473793051778
2016,6,2016.46,1.8959284140417338,1.392237621548493,1.0306809545376316,0.19241851441753688,0.35040193732008595,0.2648908919432749,0.15981937920738765,0.14283024964112448
2017,6,2017.46,2.0160682767819225,1.5186328891419876,1.0731277189806738,0.2531732193412752,0.3525770750970382,0.2759870922750849,0.1611142985211673,0.14562767750515046
2018,6,2018.46,2.126977884637867,1.6452219585049088,1.1201890903839333,0.3214277366944572,0.37560541995027635,0.2909436475658286,0.16841020163722667,0.14929820013536127
2019,6,2019.46,2.411967281453471,1.7754599295844182,1.1694865743225071,0.39782344587459034,0.39446336198419724,0.3138661068386844,0.173365132705662,0.15571333149134345
2020,6,2020.46,2.9063862270935346,1.9054585479842852,1.215385266242594,0.470709426619547,0.4048318447292804,0.33568433957133814,0.1824663727695078,0.16494347694137443
2021,6,2021.46,3.288041356051778,2.010917179214165,1.2477190955911956,0.5243160682898321,0.43591401134828456,0.35303984470345573,0.19174432540314526,0.17973338532922903
2022,6,2022.46,3.4208220862494585,2.063906822198352,1.2661975439277617,0.5569815248676065,0.4476703285455648,0.38382821021131786,0.19826035788466967,0.1875469306920886
2023,6,2023.46,3.5410782447862914,2.0885478773204125,1.2741202939050302,0.5718098970981743,0.536545906707695,0.4329299629319008,0.20852382696293656,0.2085837509425064
2024,6,2024.46,3.5577434387582656,2.092463310725226,1.27497030490075,0.5733547982560737,0.8034230433789353,0.4690071706028971,0.22232561702703063,0.23020236767774596
