# Semihemispheric annual emissions for HFC-227ea 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:20.778319+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1986,6,1986.46,-0.2683831419681155,0.08123887499823468,0.6186691847015027,-0.3446198220376573,0.7006299970518384,0.8071818443954839,0.32362515730069097,0.28508668379313434
1987,6,1987.46,-0.19619672089265805,0.09037520344099903,0.6207117602211838,-0.3446183137959906,0.7234572146225238,0.7964394371633757,0.3143273841448147,0.280755311198116
1988,6,1988.46,-0.20145736953872984,0.09527087330025097,0.6236504791127118,-0.3367715789199792,0.7319413747840064,0.7631365118318753,0.3095547567100803,0.27816874515173884
1989,6,1989.46,-0.2671232359989517,0.09498156342306174,0.6256014228720232,-0.33148454201977984,0.6999089527748356,0.7441795864639417,0.30375249642122665,0.27492782615959677
1990,6,1990.46,-0.38746895083295385,0.09003808654051682,0.6267570697395968,-0.3276780339108427,0.7284772151405122,0.7164714792687454,0.3011265148236878,0.27353433119223847
1991,6,1991.46,-0.5154172966209111,0.08301449310996102,0.6266254017232313,-0.3265149342362042,0.6793044065717532,0.7060637029294471,0.2938844211288796,0.26777296222073427
1992,6,1992.46,-0.4691288575082248,0.0936006019968161,0.6286687871952381,-0.32638376344218384,0.651030372015112,0.6896257904003051,0.2891297463418118,0.2654738441182634
1993,6,1993.46,-0.2803933092508087,0.11610355125006755,0.6339044688456336,-0.3108629407476903,0.6460600886182486,0.6609394636360746,0.28209396862532676,0.25792191344277626
1994,6,1994.46,-0.3521503038402296,0.12163504783234967,0.6386328464199716,-0.2990098731183727,0.6244001524004849,0.6434034890784469,0.28006915700103635,0.25062404503507013
1995,6,1995.46,-0.32118782710277305,0.12973113608919085,0.6413527031987636,-0.2977983296739771,0.5669443479897509,0.6134710125726194,0.27303676175727865,0.23950016335226573
1996,6,1996.46,-0.056376026848873946,0.1569653009785601,0.643880195997096,-0.2796625342492422,0.54360365414373,0.5873945401541335,0.2618236677639822,0.22803589303558863
1997,6,1997.46,-0.16108226965054637,0.14490544300240585,0.6378145843282227,-0.28924233445464415,0.5282059623219961,0.5778252578539724,0.2538186060728986,0.21908041564683103
1998,6,1998.46,-0.01298476354303571,0.158306575353691,0.633358280638876,-0.29417915640230163,0.5583154353699898,0.5582697696712036,0.24970596559903713,0.21117071340033794
1999,6,1999.46,-0.09392461423881038,0.16973230764764738,0.6314227037411762,-0.29245434579682594,0.5534461619755978,0.5383253012390324,0.24284527212097815,0.20683881442636118
2000,6,2000.46,0.3431199029709169,0.23281150475819015,0.6355982450618641,-0.2803671367689723,0.5335036621147415,0.5127598184926558,0.2336350716141538,0.20548527068738157
2001,6,2001.46,0.02582144815864096,0.24762765557708477,0.6473350569394931,-0.2565677515108211,0.5334057076549464,0.48089619736845796,0.2238713533466475,0.19783227744868814
2002,6,2002.46,0.34570620466787716,0.30938734939377893,0.6622529075843122,-0.21145118492231596,0.49790146371733657,0.4543954170768806,0.2184867468444501,0.19121861090368752
2003,6,2003.46,0.4506184714465887,0.354323147595831,0.6727427966757312,-0.181870962513457,0.47907244021708423,0.41958613443920856,0.20532409658976608,0.18141377164286251
2004,6,2004.46,0.6671951761172094,0.41572596361758046,0.6872700298215664,-0.15190887962293562,0.4487516032523245,0.38206640833627586,0.1959683913736504,0.16856063801058693
2005,6,2005.46,0.7577729157695705,0.47077328114270295,0.7044817921824941,-0.1211226663680602,0.40938488264483414,0.3508409406911676,0.18842108381847453,0.15692344522485294
2006,6,2006.46,1.0040274047214712,0.5286690037157111,0.7163226117570809,-0.08715309745258548,0.3603171224907964,0.3127279387022323,0.17874513410784815,0.1462755194832395
2007,6,2007.46,0.9584423815818711,0.5775378880876545,0.7278544998970894,-0.058121390012855594,0.2757966214443801,0.2493042506224295,0.16502836746057029,0.13533042530249367
2008,6,2008.46,1.1661842122321247,0.6642398591957218,0.7516759310788238,-0.027568415439733967,0.26188259006024805,0.21979906250410117,0.1627372039695085,0.12719823174273398
2009,6,2009.46,1.2300492872350475,0.7501114133784669,0.7775209125381529,-0.01808454269846325,0.2660807389021403,0.21506692403693703,0.15760854843819638,0.11971967276709478
2010,6,2010.46,1.3148161838466734,0.8301839637557477,0.8070935522317363,-0.0163397830748153,0.27628488231571074,0.22622256295778342,0.15690301065202988,0.12262869669765444
2011,6,2011.46,1.281893882862093,0.9103064804007671,0.84514569557412,0.002436167354656474,0.28928211495223505,0.23036881204852933,0.1578025244673607,0.12243367490367224
2012,6,2012.46,1.4486947417039886,0.9888661698797035,0.8866150005867034,0.03834510822545379,0.311014199105808,0.24153210140500728,0.16414846330592042,0.12471402529519261
2013,6,2013.46,1.5974796543290921,1.0671034974318343,0.9273003139790766,0.07856497253166306,0.33300332526982523,0.24986059571017713,0.16887515251173044,0.1321603055886386
2014,6,2014.46,1.5729467512941397,1.150739563486685,0.9613423159064659,0.11176553818878854,0.3583741795217528,0.2722913228259007,0.17701136346719126,0.1360558799868714
2015,6,2015.46,1.6366443472114298,1.2621024587532088,0.9909396662526596,0.14141169379066976,0.35854562302658777,0.28024731021020327,0.1847346806149588,0.14210157985924396
2016,6,2016.46,1.8959284140417338,1.392237621548493,1.0306809545376316,0.19241851441753688,0.3936236573966829,0.2962884476444361,0.1948792562027448,0.14502282050075524
2017,6,2017.46,2.0160682767819225,1.5186328891419876,1.0731277189806738,0.2531732193412752,0.4075137276950265,0.3141097515821641,0.2013937908036253,0.1533200692428462
2018,6,2018.46,2.126977884637867,1.6452219585049088,1.1201890903839333,0.3214277366944572,0.42643909055888013,0.3341202345645915,0.21079125745265792,0.16533314439937669
2019,6,2019.46,2.411967281453471,1.7754599295844182,1.1694865743225071,0.39782344587459034,0.47166562517430477,0.3468012289306105,0.21960742742559697,0.1708251353324787
2020,6,2020.46,2.9063862270935346,1.9054585479842852,1.215385266242594,0.470709426619547,0.5008752120229497,0.37617584513012964,0.22391892529850213,0.17775710976151898
2021,6,2021.46,3.288041356051778,2.010917179214165,1.2477190955911956,0.5243160682898321,0.5337984477178733,0.40076282444279104,0.23262884921557128,0.19218018523093805
2022,6,2022.46,3.4208220862494585,2.063906822198352,1.2661975439277617,0.5569815248676065,0.5709217465592104,0.432149977064378,0.24366009586459303,0.20636419612068024
2023,6,2023.46,3.5410782447862914,2.0885478773204125,1.2741202939050302,0.5718098970981743,0.638666178827488,0.4627127510860487,0.25293286626816325,0.21908818510078237
2024,6,2024.46,3.5577434387582656,2.092463310725226,1.27497030490075,0.5733547982560737,0.8795994200312033,0.49707511340606125,0.26359281080308666,0.2365509932957129
