# Semihemispheric mole fractions for HFC-227ea 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:20.663876+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fractions_box0,Semihemispheric_mole_fractions_box1,Semihemispheric_mole_fractions_box2,Semihemispheric_mole_fractions_box3,Semihemispheric_mole_fractions_1-sigma_box0,Semihemispheric_mole_fractions_1-sigma_box1,Semihemispheric_mole_fractions_1-sigma_box2,Semihemispheric_mole_fractions_1-sigma_box3
1986,1,1986.0,0.0135,,,,0.0039033447195962593,,,
1986,2,1986.08,,,,,,,,
1986,3,1986.17,,,,,,,,
1986,4,1986.25,,,,,,,,
1986,5,1986.33,,,,,,,,
1986,6,1986.42,,,,,,,,
1986,7,1986.5,,,,,,,,
1986,8,1986.58,,,,,,,,
1986,9,1986.67,0.0055,,,,0.00725535319608908,,,
1986,10,1986.75,,,,,,,,
1986,11,1986.83,,,,0.0258,,,,0.003224330007924127
1986,12,1986.92,,,,,,,,
1987,1,1987.0,,,,,,,,
1987,2,1987.08,,,,,,,,
1987,3,1987.17,,,,,,,,
1987,4,1987.25,,,,,,,,
1987,5,1987.33,,,,0.0247,,,,0.006396586902403499
1987,6,1987.42,,,,,,,,
1987,7,1987.5,,,,,,,,
1987,8,1987.58,,,,,,,,
1987,9,1987.67,,,,,,,,
1987,10,1987.75,,,,,,,,
1987,11,1987.83,,,,,,,,
1987,12,1987.92,,,,,,,,
1988,1,1988.0,,,,,,,,
1988,2,1988.08,,,,,,,,
1988,3,1988.17,,,,,,,,
1988,4,1988.25,,,,,,,,
1988,5,1988.33,,,,,,,,
1988,6,1988.42,,,,0.0309,,,,0.007652601910461566
1988,7,1988.5,,,,,,,,
1988,8,1988.58,,,,,,,,
1988,9,1988.67,,,,,,,,
1988,10,1988.75,,,,,,,,
1988,11,1988.83,,,,,,,,
1988,12,1988.92,,,,,,,,
1989,1,1989.0,,,,,,,,
1989,2,1989.08,,,,,,,,
1989,3,1989.17,,,,,,,,
1989,4,1989.25,,,,,,,,
1989,5,1989.33,,,,,,,,
1989,6,1989.42,,,,,,,,
1989,7,1989.5,,,,,,,,
1989,8,1989.58,,,,,,,,
1989,9,1989.67,,,,,,,,
1989,10,1989.75,,,,,,,,
1989,11,1989.83,,,,,,,,
1989,12,1989.92,,,,,,,,
1990,1,1990.0,,,,,,,,
1990,2,1990.08,,,,,,,,
1990,3,1990.17,,,,,,,,
1990,4,1990.25,,,,,,,,
1990,5,1990.33,,,,,,,,
1990,6,1990.42,,,,,,,,
1990,7,1990.5,,,,,,,,
1990,8,1990.58,,,,,,,,
1990,9,1990.67,,,,,,,,
1990,10,1990.75,,,,,,,,
1990,11,1990.83,,,,,,,,
1990,12,1990.92,,,,,,,,
1991,1,1991.0,,,,,,,,
1991,2,1991.08,,,,,,,,
1991,3,1991.17,0.0165,,,,0.007035008884145066,,,
1991,4,1991.25,,,,,,,,
1991,5,1991.33,,,,,,,,
1991,6,1991.42,,,,,,,,
1991,7,1991.5,,,,,,,,
1991,8,1991.58,,,,0.0404,,,,0.004764008396298226
1991,9,1991.67,,,,,,,,
1991,10,1991.75,,,,,,,,
1991,11,1991.83,,,,,,,,
1991,12,1991.92,,,,,,,,
1992,1,1992.0,,,,,,,,
1992,2,1992.08,,,,,,,,
1992,3,1992.17,,,,0.0359,,,,0.010131126097329952
1992,4,1992.25,,,,,,,,
1992,5,1992.33,,,,,,,,
1992,6,1992.42,,,,,,,,
1992,7,1992.5,,,,,,,,
1992,8,1992.58,,,,,,,,
1992,9,1992.67,,,,0.0303,,,,0.008263481348681075
1992,10,1992.75,,,,,,,,
1992,11,1992.83,,,,,,,,
1992,12,1992.92,,,,,,,,
1993,1,1993.0,,,,,,,,
1993,2,1993.08,,,,,,,,
1993,3,1993.17,,,,0.0348,,,,0.010810168546327109
1993,4,1993.25,,,,,,,,
1993,5,1993.33,,,,,,,,
1993,6,1993.42,,,,,,,,
1993,7,1993.5,,,,,,,,
1993,8,1993.58,,,,,,,,
1993,9,1993.67,,,,,,,,
1993,10,1993.75,,,,,,,,
1993,11,1993.83,,,,,,,,
1993,12,1993.92,,,,,,,,
1994,1,1994.0,,,,,,,,
1994,2,1994.08,,,,0.0359,,,,0.004384029653184385
1994,3,1994.17,,,,,,,,
1994,4,1994.25,,,,0.0337,,,,0.006542819270008915
1994,5,1994.33,,,,,,,,
1994,6,1994.42,,,,,,,,
1994,7,1994.5,,,,,,,,
1994,8,1994.58,,,,,,,,
1994,9,1994.67,,,,,,,,
1994,10,1994.75,,,,0.0359,,,,0.0037841400608328436
1994,11,1994.83,,,,,,,,
1994,12,1994.92,,,,,,,,
1995,1,1995.0,,,,,,,,
1995,2,1995.08,,,,0.0275,,,,0.007364356726829574
1995,3,1995.17,,,,0.0494,,,,0.006765005247595896
1995,4,1995.25,,,,,,,,
1995,5,1995.33,,,,,,,,
1995,6,1995.42,,,,0.0416,,,,0.006967784152799224
1995,7,1995.5,,,,,,,,
1995,8,1995.58,,,,0.0416,,,,0.009388823994516031
1995,9,1995.67,,,,0.036500000000000005,,,,0.002952304184869845
1995,10,1995.75,,,,,,,,
1995,11,1995.83,,,,0.0145,,,,0.0060380584627842075
1995,12,1995.92,,,,0.046,,,,0.003039342034059345
1996,1,1996.0,,,,,,,,
1996,2,1996.08,,,,,,,,
1996,3,1996.17,,,,,,,,
1996,4,1996.25,0.027000000000000003,,,,0.007357693252643792,,,
1996,5,1996.33,,,,0.046,,,,0.00905746101288877
1996,6,1996.42,,,,,,,,
1996,7,1996.5,,,,,,,,
1996,8,1996.58,,,,0.0494,,,,0.007148796821843518
1996,9,1996.67,,,,,,,,
1996,10,1996.75,,,,0.0528,,,,0.012294560748558687
1996,11,1996.83,,,,0.046,,,,0.005791165685766554
1996,12,1996.92,,,,,,,,
1997,1,1997.0,,,,0.051300000000000005,,,,0.0063573820258202365
1997,2,1997.08,,,,,,,,
1997,3,1997.17,,,,0.055,,,,0.011920989891783314
1997,4,1997.25,,,,0.0528,,,,0.008007260705135058
1997,5,1997.33,,,,0.0562,,,,0.0055308574380470155
1997,6,1997.42,,,,,,,,
1997,7,1997.5,,,,0.0629,,,,0.007398856398119914
1997,8,1997.58,,,,,,,,
1997,9,1997.67,,,,,,,,
1997,10,1997.75,,,,,,,,
1997,11,1997.83,,,,,,,,
1997,12,1997.92,,,,,,,,
1998,1,1998.0,0.073,,,,0.005810714241812275,,,
1998,2,1998.08,,,,,,,,
1998,3,1998.17,,,,,,,,
1998,4,1998.25,,,,0.0629,,,,0.010859239199870313
1998,5,1998.33,,,,,,,,
1998,6,1998.42,0.091,,,0.0708,0.0167538532881245,,,0.007651503381689117
1998,7,1998.5,,,,,,,,
1998,8,1998.58,,,,,,,,
1998,9,1998.67,,,,,,,,
1998,10,1998.75,,,,0.0741,,,,0.010723195232765279
1998,11,1998.83,,,,,,,,
1998,12,1998.92,,,,,,,,
1999,1,1999.0,,,,,,,,
1999,2,1999.08,,,,0.0921,,,,0.02715541706547701
1999,3,1999.17,,,,,,,,
1999,4,1999.25,0.096025,,,0.0764,0.008930628883231014,,,0.010145592934865857
1999,5,1999.33,,,,,,,,
1999,6,1999.42,,,,,,,,
1999,7,1999.5,,,,,,,,
1999,8,1999.58,,,,0.0876,,,,0.009505026880551154
1999,9,1999.67,,,,,,,,
1999,10,1999.75,,,,,,,,
1999,11,1999.83,,,,0.0887,,,,0.009077647492605121
1999,12,1999.92,,,,,,,,
2000,1,2000.0,,,,,,,,
2000,2,2000.08,,,,,,,,
2000,3,2000.17,,,,0.0943,,,,0.009618365973490507
2000,4,2000.25,0.1129,,,,0.007641143631682367,,,
2000,5,2000.33,,,,,,,,
2000,6,2000.42,,,,,,,,
2000,7,2000.5,,,,,,,,
2000,8,2000.58,,,,0.09665,,,,0.006755249884349208
2000,9,2000.67,,,,0.1078,,,,0.01776555723865705
2000,10,2000.75,,,,,,,,
2000,11,2000.83,,,,,,,,
2000,12,2000.92,,,,,,,,
2001,1,2001.0,,,,0.1134,,,,0.01356740269911673
2001,2,2001.08,,,,,,,,
2001,3,2001.17,,,,,,,,
2001,4,2001.25,,,,0.11085,,,,0.0069599426003380226
2001,5,2001.33,,,,,,,,
2001,6,2001.42,,,,,,,,
2001,7,2001.5,,,,0.1292,,,,0.015023764641393982
2001,8,2001.58,,,,,,,,
2001,9,2001.67,,,,0.126,,,,0.010645825472925995
2001,10,2001.75,,,,,,,,
2001,11,2001.83,,,,,,,,
2001,12,2001.92,,,,,,,,
2002,1,2002.0,,,,,,,,
2002,2,2002.08,,,,,,,,
2002,3,2002.17,,,,,,,,
2002,4,2002.25,,,,,,,,
2002,5,2002.33,,,,,,,,
2002,6,2002.42,,,,0.1516,,,,0.013443854209266031
2002,7,2002.5,,,,,,,,
2002,8,2002.58,,,,,,,,
2002,9,2002.67,,,,,,,,
2002,10,2002.75,,,,,,,,
2002,11,2002.83,,,,,,,,
2002,12,2002.92,,,,,,,,
2003,1,2003.0,,,,,,,,
2003,2,2003.08,,,,0.1718,,,,0.013717684352688686
2003,3,2003.17,,,,,,,,
2003,4,2003.25,0.2286600000000001,,,,0.015655282564042083,,,
2003,5,2003.33,,,,0.1853,,,,0.019006049668460832
2003,6,2003.42,0.21899999999999997,,,,0.01727816991337785,,,
2003,7,2003.5,,,,,,,,
2003,8,2003.58,,,,,,,,
2003,9,2003.67,,,,,,,,
2003,10,2003.75,,,,0.1831,,,,0.02117480096718739
2003,11,2003.83,,,,,,,,
2003,12,2003.92,,,,,,,,
2004,1,2004.0,,,,0.20665,,,,0.01983784769071484
2004,2,2004.08,,,,,,,,
2004,3,2004.17,,,,,,,,
2004,4,2004.25,,,,0.2145,,,,0.01986496664985874
2004,5,2004.33,,,,,,,,
2004,6,2004.42,,,,0.2246,,,,0.013478967913011735
2004,7,2004.5,,,,,,,,
2004,8,2004.58,,,,,,,,
2004,9,2004.67,,,,,,,,
2004,10,2004.75,,,,,,,,
2004,11,2004.83,,,,,,,,
2004,12,2004.92,,,,0.245,,,,0.020620166100203945
2005,1,2005.0,,,,,,,,
2005,2,2005.08,,,,,,,,
2005,3,2005.17,0.3170133333333333,,,0.2385,0.0203725804119164,,,0.018025013176139425
2005,4,2005.25,,,,,,,,
2005,5,2005.33,,,,,,,,
2005,6,2005.42,,,,0.2763,,,,0.02283090195327377
2005,7,2005.5,,,,,,,,
2005,8,2005.58,,,,,,,,
2005,9,2005.67,,,,,,,,
2005,10,2005.75,,,,0.2909,,,,0.027144467502605383
2005,11,2005.83,,,,,,,,
2005,12,2005.92,,,,,,,,
2006,1,2006.0,,,,,,,,
2006,2,2006.08,0.36901818181818186,,,0.301,0.02397101929724225,,,0.024589501824965877
2006,3,2006.17,,,,,,,,
2006,4,2006.25,,,,,,,,
2006,5,2006.33,,,,,,,,
2006,6,2006.42,,,,0.321,,,,0.021701327148356615
2006,7,2006.5,,,,0.325,,,,0.02147673159491453
2006,8,2006.58,,,,0.332,,,,0.021858783131729908
2006,9,2006.67,,,,0.337,,,,0.022132519061326936
2006,10,2006.75,0.422,,,0.342,0.028019678799015527,,,0.022024313837211814
2006,11,2006.83,0.4320000000000001,,,0.348,0.02778212374891452,,,0.0220221343198156
2006,12,2006.92,0.442,,,0.35,0.029108596668338375,,,0.021840329667841555
2007,1,2007.0,0.442,,,0.35600000000000004,0.02871080632793165,,,0.022186698717925567
2007,2,2007.08,0.445,,,0.36,0.029696632805757624,,,0.023033888078220748
2007,3,2007.17,0.4542545454545454,,,0.369,0.030439916760612556,,,0.023541019519128733
2007,4,2007.25,0.463,,,0.381,0.030671296027393425,,,0.023907730967199708
2007,5,2007.33,0.462,,,0.389,0.029468600238219667,,,0.024672973067711157
2007,6,2007.42,0.479,,,0.396,0.03289357992070793,,,0.0250706521654304
2007,7,2007.5,0.479,,,0.393,0.031144623934155957,,,0.02459708112764601
2007,8,2007.58,0.477,,,,0.030661121962511417,,,
2007,9,2007.67,0.485,,,,0.03110964480671548,,,
2007,10,2007.75,0.4905,,0.421,,0.031246998255832513,,0.02649655826706556,
2007,11,2007.83,0.495,0.476,0.433,0.417,0.03203263960400391,0.03273642619468412,0.028617484166152687,0.02598076981153561
2007,12,2007.92,0.4965,0.48,0.436,0.416,0.034805805550223945,0.032946016451158404,0.029212079693168032,0.02621071536604829
2008,1,2008.0,0.509,0.491,0.449,0.42,0.03299911513965185,0.03352449253903778,0.03036055994213545,0.026439364591457185
2008,2,2008.08,0.5125,0.488,0.448,0.425,0.03378701673720247,0.03245486712343774,0.02985857330818068,0.02672545602978553
2008,3,2008.17,0.517,0.4920000000000001,0.447,0.436,0.03424164715664245,0.034574996746203755,0.030254130296539675,0.028006170748604668
2008,4,2008.25,0.5275000000000001,0.501,0.446,,0.035024598498769405,0.03453409329923112,0.02975058991011775,
2008,5,2008.33,0.5379999999999999,0.507,0.455,,0.03559492098600585,0.03308136031060392,0.030680449801135577,
2008,6,2008.42,0.5395000000000001,0.516,0.464,0.451,0.0367976480226658,0.034849987087515535,0.029934354845227582,0.028517426251329206
2008,7,2008.5,0.5505,0.529,0.464,0.459,0.03549620965680702,0.03554472675376757,0.029934354845227582,0.02929934470256972
2008,8,2008.58,0.552,0.534,0.473,0.466,0.03722813989444007,0.03776985041008238,0.031215771654726075,0.02882293531200457
2008,9,2008.67,0.562,0.542,0.481,0.473,0.03596231916881891,0.03374241248043773,0.03125539313462558,0.029486003459268606
2008,10,2008.75,0.5665,0.53,0.486,0.48,0.03588272704240858,0.03984018072248168,0.030517300011632744,0.030173498305632374
2008,11,2008.83,0.5785,0.5479999999999999,0.495,0.484,0.03761693900359251,0.037974918038094566,0.03167159610755353,0.030402657778556136
2008,12,2008.92,0.584,0.5589999999999999,0.511,0.489,0.03792165080794874,0.039571853633611855,0.03370512720640585,0.030163481231449393
2009,1,2009.0,0.5840000000000001,0.5579999999999999,0.519,0.491,0.0391669707789612,0.03668665152340834,0.03374462327541975,0.030526899613291882
2009,2,2009.08,0.591,0.563,0.522,0.496,0.039995769776315096,0.035848129658323874,0.03430659411833241,0.03109111770264942
2009,3,2009.17,0.5914999999999999,0.574,0.528,0.505,0.03892993835083738,0.03717678845731568,0.035051710371963314,0.03160838496348714
2009,4,2009.25,0.6085,0.5870000000000001,0.528,0.511,0.04048740668405424,0.037900506592920366,0.03463556553602092,0.031953647679099174
2009,5,2009.33,0.6214999999999999,0.594,0.53,0.52,0.0411921606619512,0.03866794020891208,0.03435462123208463,0.03177168550769694
2009,6,2009.42,0.622,0.602,0.527,0.525,0.04022166580339506,0.0391107964633808,0.033820473089535584,0.032760494501762334
2009,7,2009.5,0.631,0.612,0.5329999999999999,0.528,0.04091001833292183,0.04181337585031852,0.0353230859354049,0.03267449157982416
2009,8,2009.58,0.6385000000000001,0.619,0.546,0.5379999999999999,0.04171218167394269,0.04266590676406632,0.03690823214406239,0.03351116828760226
2009,9,2009.67,0.6445,0.621,0.551,0.545,0.04224179091847314,0.041824724745059584,0.03916584736731736,0.034194882658082036
2009,10,2009.75,0.6539999999999999,0.627,,0.5489999999999999,0.042567917496631184,0.042145751861842495,,0.03472813844708639
2009,11,2009.83,0.6595,0.626,,0.5589999999999999,0.04287230924501268,0.04209220355362736,,0.036344622710932084
2009,12,2009.92,0.665,0.6409999999999999,,0.562,0.0444101339786315,0.04165539100764749,,0.03546883702632495
2010,1,2010.0,0.6679999999999999,0.6459999999999999,,0.56,0.043733927333364425,0.04232419638929958,,0.035056525783368785
2010,2,2010.08,0.687,0.653,,0.5710000000000001,0.04720263128258847,0.04232106331367396,,0.03598260135120862
2010,3,2010.17,0.6890000000000001,0.653,0.588,,0.04592380210740396,0.04354391346675216,0.04105701401709578,
2010,4,2010.25,0.696,0.674,0.607,,0.046520399826312765,0.04468102057921238,0.0459392686054099,
2010,5,2010.33,0.696,0.682,,0.5920000000000001,0.04567436480127556,0.04511592180151039,,0.03782420389115943
2010,6,2010.42,0.7045,0.695,,0.598,0.04765241756721269,0.04861985191256756,,0.03888925815697697
2010,7,2010.5,0.7170000000000001,0.7040000000000001,0.618,0.609,0.04831894452489624,0.047625808129626516,0.046464248621924366,0.038783651194801136
2010,8,2010.58,0.7255,0.695,0.626,0.621,0.049001131619586094,0.050228378432913785,0.04511932623610418,0.03914470079078393
2010,9,2010.67,0.7355,0.701,0.642,0.621,0.05071939372666042,0.050527651835405925,0.042518118490826935,0.039462736853898006
2010,10,2010.75,0.7455,0.71,0.649,0.625,0.0517375385962649,0.048895398556510414,0.044241650059644026,0.040770700263792384
2010,11,2010.83,0.7525,0.7120000000000001,0.6579999999999999,0.629,0.054208140532580516,0.04899998367346667,0.04471767435813271,0.04061166827403178
2010,12,2010.92,0.757,0.732,0.6659999999999999,0.62,0.052839155935726315,0.04868230068515661,0.04382695061260822,0.03940609089975812
2011,1,2011.0,0.7565,0.7340000000000001,,0.628,0.05158005525394481,0.04836860138560966,,0.03985953336405232
2011,2,2011.08,0.7659999999999999,0.743,0.6920000000000001,0.637,0.05161948856778803,0.04927855923218535,0.047464833297927,0.04070342000372942
2011,3,2011.17,0.775,0.7440000000000001,0.6829999999999999,0.643,0.05165752607316769,0.052170198389502036,0.046047371260474784,0.04139343426196961
2011,4,2011.25,0.772,,0.6829999999999999,0.6579999999999999,0.05006538125291767,,0.0456000043859647,0.04156525472074001
2011,5,2011.33,0.784,0.762,0.685,0.659,0.05036627443041623,0.053612670144285855,0.047097876809894516,0.04228961574665818
2011,6,2011.42,0.7875,0.768,0.69,0.6659999999999999,0.05021516205290988,0.05498514708537206,0.045551728836565566,0.04342581720589723
2011,7,2011.5,0.7905,0.777,0.6970000000000001,0.674,0.05055546360186998,0.05387415335761668,0.048722811905718255,0.043490155207816864
2011,8,2011.58,0.7954999999999999,0.7829999999999999,0.7120000000000001,0.6829999999999999,0.051559702287736285,0.055741550032269466,0.04675466179965373,0.04475891419594537
2011,9,2011.67,0.8049999999999999,0.789,0.727,0.691,0.05307438176747799,0.05947331838732391,0.04681564268489754,0.04560626711319399
2011,10,2011.75,0.8195000000000001,0.7979999999999999,0.73,0.696,0.054935770678129214,0.05872388270542062,0.04663089104874578,0.04547414210295781
2011,11,2011.83,0.8345,0.805,0.743,0.708,0.05596431809644427,0.0584969229960004,0.04736429456879939,0.04539328584713823
2011,12,2011.92,0.8360000000000001,0.816,0.748,0.7120000000000001,0.05477248944497594,0.05543538220306594,0.0483550865990332,0.04495551579061239
2012,1,2012.0,0.8340000000000001,0.8340000000000001,0.763,0.723,0.05426786894655069,0.05593747938547106,0.049566202194640654,0.04558315917090433
2012,2,2012.08,0.835,0.8340000000000001,0.778,0.726,0.0532354205393364,0.057341098698926236,0.05039863490214789,0.04607031148147362
2012,3,2012.17,0.841,0.833,0.767,0.7340000000000001,0.05446523294726646,0.057784084313935426,0.05605212217213546,0.04720721978680804
2012,4,2012.25,0.8575,0.841,,0.742,0.056154719303011386,0.05722946443922047,,0.04730782599105565
2012,5,2012.33,0.8685,0.836,0.767,0.748,0.0558162350933848,0.05604485346577329,0.05100823855025774,0.04732033812220703
2012,6,2012.42,0.8714999999999999,0.8390000000000001,0.7809999999999999,0.753,0.05563491799221061,0.0571236868558044,0.05358973409152167,0.04760496192625302
2012,7,2012.5,0.8820000000000001,0.861,0.78,0.764,0.056060470922032035,0.05924319032597755,0.05505669804846637,0.04793021593942593
2012,8,2012.58,0.8959999999999999,0.8640000000000001,0.8,0.772,0.057716008177974336,0.060401867520797736,0.05714017850864661,0.04700576985860352
2012,9,2012.67,0.9045,0.865,0.802,0.777,0.05819134729493724,0.06259880190546781,0.056705682254955724,0.04730142069748011
2012,10,2012.75,0.915,0.867,0.81,0.784,0.058779333102715624,0.06055642327614801,0.05334753977457631,0.047715423083108034
2012,11,2012.83,0.9229999999999999,0.899,0.826,0.792,0.05977620262278292,0.06271780927296489,0.05382558499449866,0.0483647640333332
2012,12,2012.92,0.9455,0.903,0.84,0.7959999999999999,0.05998785627108207,0.05925767798353222,0.056259754709739006,0.04879567193922018
2013,1,2013.0,0.9525,0.909,0.85,0.802,0.059484220596726325,0.059996763246028526,0.059169248769948064,0.0487804715024363
2013,2,2013.08,0.9620000000000001,0.913,0.863,0.812,0.06046154480328798,0.05980675881537136,0.058396647164028176,0.049735685377804935
2013,3,2013.17,0.971,0.925,0.868,0.825,0.06097727117541421,0.060870764739733636,0.056536062827190224,0.0505
2013,4,2013.25,0.9785,0.936,0.868,0.8290000000000001,0.06072161147400487,0.06068727708506949,0.055102871068575,0.050735269783455376
