# Semihemispheric annual emissions with no systematic uncertainty for HFC-152a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:21.001974+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1983,6,1983.46,-3.88159487907933,9.435629723700004,3.5136895435687165,-2.7425839316699694,2.0581633936373356,2.8447714811916716,1.6287003772002104,0.947152657892844
1984,6,1984.46,-4.539468531452371,9.370168819623359,3.4503191078181317,-2.8045886945880056,2.41736319176823,2.7566164132734707,1.5856402486667769,0.936789038449547
1985,6,1985.46,-4.972268356605468,9.3311795490431,3.4333127079441965,-2.8078410270677523,2.2757085684459906,2.701748177283213,1.5596529453222976,0.9193815931586988
1986,6,1986.46,-5.443002756994019,9.29427351399272,3.4285655582657455,-2.799674651111218,2.113014913286025,2.6519509419845826,1.5155850772241053,0.895715744518872
1987,6,1987.46,-5.329250322396092,9.234384961825072,3.3675254320380645,-2.823763935918805,2.11274822271278,2.5749624819136723,1.4827706825527882,0.8715763461511838
1988,6,1988.46,-4.1851894260086056,9.239568532081421,3.3478372741994917,-2.8631833656034473,1.7688249680492372,2.5415951201830267,1.436596629336363,0.8460974362334007
1989,6,1989.46,-4.533624308114668,9.1610061746062,3.318527091881606,-2.836362219465741,1.8779998375490425,2.4540776661319827,1.4019557602506028,0.8044541694535136
1990,6,1990.46,-4.517065733842721,9.10349394674692,3.263339813402959,-2.8734319860346704,1.7848144124815488,2.3773605599903957,1.3727756306318948,0.7912611097870498
1991,6,1991.46,-4.092547037357272,9.091342206263407,3.2110604752888166,-2.9412703942273386,1.8244243275544494,2.307442051906251,1.3359090907933298,0.7811918685062563
1992,6,1992.46,-3.664916109316199,9.09856692327975,3.202453781420401,-2.934856020164624,1.8849922457764516,2.2538686855430927,1.29286889128154,0.7692649081310475
1993,6,1993.46,-1.8749097668029062,9.195159961207342,3.2672216525195967,-2.925261452093166,1.5839993263125371,2.1805911212147064,1.2540372859357196,0.7371838324943227
1994,6,1994.46,-0.4182638198507149,9.322660359040981,3.4092180093163957,-2.8233953436880026,1.5157666804632879,2.1237632943220266,1.2030364305904737,0.7062068588524196
1995,6,1995.46,-0.8276158471279418,9.506387337990235,3.6510737836489358,-2.624978717967397,1.1687999017343982,2.075935612924389,1.156688187406041,0.6672267333433758
1996,6,1996.46,-0.17750908143032973,9.616837509159367,3.7974359158951927,-2.508839070675222,1.1497001511723446,2.0126739676728094,1.1068558823308754,0.6340606128860384
1997,6,1997.46,0.3712654859228852,9.84876400891487,4.097887002590795,-2.349819791434939,1.1509030289703295,1.9249145342568412,1.0476672531857023,0.6083282224324961
1998,6,1998.46,1.6744016742555783,9.944107436017216,4.221502730621828,-2.140941456772357,1.0943572147567895,1.8589694963466596,0.9936138420475386,0.5859865769920811
1999,6,1999.46,3.7488860495673038,9.934275100164067,4.078737730865001,-2.2602454112787242,1.042442335455325,1.7785950634059793,0.9451227314615489,0.5521907795210385
2000,6,2000.46,5.031149190174347,10.179775403632148,4.182638024519661,-2.242816945702842,0.9982118197909519,1.6609201382357,0.9133971150735546,0.5280144024469042
2001,6,2001.46,6.139439041389657,10.328520107695075,4.236542272260803,-2.139052676662375,0.9763033124771688,1.5454652306432108,0.8382200987096161,0.4898803589143243
2002,6,2002.46,9.337329916772688,10.744533025802355,4.562356339258394,-1.887918848208716,0.9505806562487906,1.4373646902191062,0.7889614809702992,0.45648106107962405
2003,6,2003.46,11.920652880403226,11.048911440634383,4.72850113367118,-1.753848267191973,0.9232587593893439,1.2735270068349263,0.713004451274083,0.4197971969575366
2004,6,2004.46,13.80134811320383,11.45192756284555,5.084283917857419,-1.4288846544569942,0.8961317558393609,1.1401284647632237,0.6431967485478002,0.3803377881363142
2005,6,2005.46,18.21556836226615,11.983494456666167,5.468776353962942,-1.0889443815142579,0.9833380868705608,0.9746692619555961,0.5693052766874921,0.3390673530932381
2006,6,2006.46,23.377335478400877,12.887118047511422,6.038316705656606,-0.6195178114419118,0.9291562591115927,0.9025160543477972,0.45347328540771337,0.29255086841432315
2007,6,2007.46,26.855757908547776,13.612128185837642,6.753672266943139,-0.2890809440072048,0.9818452064016718,0.8369971882747225,0.42739141949935755,0.27738420541705167
2008,6,2008.46,27.687648281107098,13.891059300676154,6.8961259976400555,-0.29919204448153885,1.0500964285892682,0.8077605177943955,0.43096915903190613,0.27384476613799325
2009,6,2009.46,27.2118770140021,13.907635017663758,6.754970245129637,-0.43264812066769215,0.9909321499516389,0.8237910512276534,0.44080988052501585,0.27573629311300246
2010,6,2010.46,30.581076339236812,14.306754236176154,6.926485155841196,-0.2784680520085299,1.033302053732213,0.8297809718209528,0.42757110124432285,0.27552270110267174
2011,6,2011.46,31.626637752344976,14.563013385363583,6.954810713376798,-0.16139183888956654,1.1544029218072138,0.831181739858997,0.42914780804468106,0.27530187598171624
2012,6,2012.46,30.71417583297213,14.772341984768737,6.749404106539701,-0.160153888847417,1.0807834763205524,0.8512872768468277,0.4010915833247244,0.26845232002259545
2013,6,2013.46,29.17556196596014,14.903412228469229,6.4103289426478645,-0.19711501352734362,1.0837619330968447,0.8715729337444899,0.40580278318184204,0.2726248335869626
2014,6,2014.46,28.9470021581085,15.041212932772545,6.212041713071837,-0.1403372460018033,1.1192359101768616,0.9001421072498098,0.40788459849406417,0.260138297673212
2015,6,2015.46,28.629583322277536,15.418714858409835,6.148525223311032,-0.06614814423345439,1.0764535431003712,0.8798503084002093,0.3816360819182175,0.2488875905151692
2016,6,2016.46,29.01397415707612,15.878965572899354,6.384951995007294,0.10373653103628062,1.030948802497797,0.8889537421178695,0.40061908091016896,0.2693994147807119
2017,6,2017.46,30.202436718816823,16.386164987733657,6.545562461737357,0.2269738783123069,1.0841090188492453,0.8860475926735236,0.4141600578722554,0.26716194311644986
2018,6,2018.46,30.936837565841557,16.644363512580732,6.736979326913155,0.3976149808149194,1.1352151040959626,0.9024672721169053,0.4115451745551045,0.2701771760011255
2019,6,2019.46,31.56673353464234,16.80195256331755,6.80148319522369,0.40603831121532563,1.0791383023214862,0.950303726450237,0.41675199092477094,0.27123921595018136
2020,6,2020.46,29.700503792339273,16.932867816454355,7.0619018834150635,0.47475878370388136,1.099493033454749,0.9592707602638375,0.4537761478289007,0.2826214789087963
2021,6,2021.46,31.75717241070609,17.201907116190945,7.26729541283802,0.5862668103528655,1.1783477574885433,0.9899238152838927,0.45701200741654807,0.29638460227828317
2022,6,2022.46,31.315999473866512,17.15059389886475,7.301648257999957,0.6750755089807144,1.1344018818897403,1.0880105639732016,0.4931836651059538,0.3204272606346204
2023,6,2023.46,31.80848569094954,16.99640655528797,7.142428501705903,0.6452470175569822,1.3120441303506105,1.1803607841962,0.560459517024025,0.3489882499467224
2024,6,2024.46,33.813228767798996,16.984302534138955,7.08243847875844,0.6250100339659458,2.45111405822366,1.3154059839910646,0.6761232860675882,0.439189165431471
