# Semihemispheric annual emissions for HFC-152a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:20.991810+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1983,6,1983.46,-3.88159487907933,9.435629723700004,3.5136895435687165,-2.7425839316699694,2.1006357335765364,2.9928416511251243,1.5726383989986101,0.9241109518062374
1984,6,1984.46,-4.539468531452371,9.370168819623359,3.4503191078181317,-2.8045886945880056,2.495462654761576,2.9401713515858057,1.5335379754030398,0.9076185330793959
1985,6,1985.46,-4.972268356605468,9.3311795490431,3.4333127079441965,-2.8078410270677523,2.3531517082674376,2.9034904113440607,1.5285066928435838,0.9041087888482374
1986,6,1986.46,-5.443002756994019,9.29427351399272,3.4285655582657455,-2.799674651111218,2.1682246429394287,2.7786205712388705,1.515779704954899,0.8854873745197287
1987,6,1987.46,-5.329250322396092,9.234384961825072,3.3675254320380645,-2.823763935918805,2.1382579972605384,2.6842646693404446,1.4747340074449113,0.8553246404903501
1988,6,1988.46,-4.1851894260086056,9.239568532081421,3.3478372741994917,-2.8631833656034473,1.8195095103278536,2.643505069027286,1.4358651678957886,0.8303172333085381
1989,6,1989.46,-4.533624308114668,9.1610061746062,3.318527091881606,-2.836362219465741,1.9340805192036647,2.5818863226780495,1.3914867454759556,0.8034522180464501
1990,6,1990.46,-4.517065733842721,9.10349394674692,3.263339813402959,-2.8734319860346704,1.8105980096948393,2.517227590050796,1.3590491252014494,0.782091052658272
1991,6,1991.46,-4.092547037357272,9.091342206263407,3.2110604752888166,-2.9412703942273386,1.968745805279342,2.4530331193795107,1.3185481599630342,0.7662163018846421
1992,6,1992.46,-3.664916109316199,9.09856692327975,3.202453781420401,-2.934856020164624,1.9710076266146928,2.393316779836192,1.3040828165004867,0.7492867815207881
1993,6,1993.46,-1.8749097668029062,9.195159961207342,3.2672216525195967,-2.925261452093166,1.6575778485433283,2.309215004301319,1.2653929255601735,0.7397116736723389
1994,6,1994.46,-0.4182638198507149,9.322660359040981,3.4092180093163957,-2.8233953436880026,1.4510137716107663,2.2734239446152253,1.2327938563953595,0.7299854056267957
1995,6,1995.46,-0.8276158471279418,9.506387337990235,3.6510737836489358,-2.624978717967397,1.1876648285385891,2.230522479099962,1.1725209914068522,0.702129005754678
1996,6,1996.46,-0.17750908143032973,9.616837509159367,3.7974359158951927,-2.508839070675222,1.149322565287113,2.177286741460868,1.1426454159255814,0.6815603372719309
1997,6,1997.46,0.3712654859228852,9.84876400891487,4.097887002590795,-2.349819791434939,1.1181511561691744,2.09549230626611,1.1107344880143515,0.6583756578375045
1998,6,1998.46,1.6744016742555783,9.944107436017216,4.221502730621828,-2.140941456772357,1.112533420293175,2.0706280654645934,1.085706802431623,0.6295020509659213
1999,6,1999.46,3.7488860495673038,9.934275100164067,4.078737730865001,-2.2602454112787242,1.0778260740806767,1.981739655741963,1.0433442922443008,0.5958156785080546
2000,6,2000.46,5.031149190174347,10.179775403632148,4.182638024519661,-2.242816945702842,1.0988879716320312,1.9577947781748786,0.9719349162816442,0.557749846789378
2001,6,2001.46,6.139439041389657,10.328520107695075,4.236542272260803,-2.139052676662375,1.1774275996460675,1.8856002780193308,0.932567232346327,0.5311604201922969
2002,6,2002.46,9.337329916772688,10.744533025802355,4.562356339258394,-1.887918848208716,1.324911131955092,1.8234523707188348,0.8851203690917997,0.48649278757304826
2003,6,2003.46,11.920652880403226,11.048911440634383,4.72850113367118,-1.753848267191973,1.5802343620439037,1.7730881583868632,0.8714832096279971,0.459905382983148
2004,6,2004.46,13.80134811320383,11.45192756284555,5.084283917857419,-1.4288846544569942,1.778088486045443,1.7242059772702942,0.8582823642098704,0.422841222064561
2005,6,2005.46,18.21556836226615,11.983494456666167,5.468776353962942,-1.0889443815142579,2.2265096497123418,1.6299402042268059,0.8323807443938389,0.3825450811945134
2006,6,2006.46,23.377335478400877,12.887118047511422,6.038316705656606,-0.6195178114419118,2.757068050489131,1.6705708333868599,0.8148527774280423,0.33235984818513337
2007,6,2007.46,26.855757908547776,13.612128185837642,6.753672266943139,-0.2890809440072048,3.256029653361159,1.7835539153535596,0.9094227619628235,0.31660906193297506
2008,6,2008.46,27.687648281107098,13.891059300676154,6.8961259976400555,-0.29919204448153885,3.600210221646303,1.909505130386479,0.9686105885431094,0.3262683470294415
2009,6,2009.46,27.2118770140021,13.907635017663758,6.754970245129637,-0.43264812066769215,3.7597684631610644,1.9672977410513026,0.97742610300329,0.3377323210626598
2010,6,2010.46,30.581076339236812,14.306754236176154,6.926485155841196,-0.2784680520085299,4.087762702166501,1.9706981700493842,0.9624498660848704,0.32960751997301085
2011,6,2011.46,31.626637752344976,14.563013385363583,6.954810713376798,-0.16139183888956654,4.360512578258215,1.9907947850728964,1.0072605315750778,0.3366326359480086
2012,6,2012.46,30.71417583297213,14.772341984768737,6.749404106539701,-0.160153888847417,4.4848431023491235,2.050601620742288,0.9962855985931574,0.3494762198354865
2013,6,2013.46,29.17556196596014,14.903412228469229,6.4103289426478645,-0.19711501352734362,4.347198154326057,2.1335797900440645,0.986495272660981,0.3607983017035749
2014,6,2014.46,28.9470021581085,15.041212932772545,6.212041713071837,-0.1403372460018033,4.29613649675389,2.1312622852836585,0.957168089005393,0.3608114129157459
2015,6,2015.46,28.629583322277536,15.418714858409835,6.148525223311032,-0.06614814423345439,4.23888773819299,2.1991143828046287,0.9351325178717743,0.355873375369772
2016,6,2016.46,29.01397415707612,15.878965572899354,6.384951995007294,0.10373653103628062,4.224794392289761,2.235594187118857,0.9525085764014073,0.3684558197312442
2017,6,2017.46,30.202436718816823,16.386164987733657,6.545562461737357,0.2269738783123069,4.371625516317707,2.2763905267125253,0.9818920918303702,0.3502335185828153
2018,6,2018.46,30.936837565841557,16.644363512580732,6.736979326913155,0.3976149808149194,4.434543358558706,2.295608459650061,0.980799685851145,0.36498553147388185
2019,6,2019.46,31.56673353464234,16.80195256331755,6.80148319522369,0.40603831121532563,4.558310959782899,2.318756712181617,1.0072111152180636,0.3811853027602459
2020,6,2020.46,29.700503792339273,16.932867816454355,7.0619018834150635,0.47475878370388136,4.508782857185675,2.3688615006701035,1.0644548333908468,0.3899876617879242
2021,6,2021.46,31.75717241070609,17.201907116190945,7.26729541283802,0.5862668103528655,4.658596459252502,2.3805441932264215,1.085172780811226,0.3989632777723306
2022,6,2022.46,31.315999473866512,17.15059389886475,7.301648257999957,0.6750755089807144,4.597862003712164,2.487874064458833,1.1242538573012575,0.4116674102910206
2023,6,2023.46,31.80848569094954,16.99640655528797,7.142428501705903,0.6452470175569822,4.729028720575041,2.5196175455749312,1.1065758086891957,0.4463026311180475
2024,6,2024.46,33.813228767798996,16.984302534138955,7.08243847875844,0.6250100339659458,5.345108416403713,2.572719078863835,1.1350876444033766,0.5059084100988887
