# Semihemispheric annual emissions with no systematic uncertainty for HFC-134a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:34:22.341905+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
2004,6,2004.46,56.743703659950036,30.769873174774116,30.885046961243802,-1.6537756116249247,4.354716993585154,5.171481900753854,2.8265983847994463,2.2158012559124862
2005,6,2005.46,60.19608986302568,32.519076567502985,31.237220890537827,-1.173504269577995,4.094274714029274,3.6023420409517897,2.305735878210606,1.8840367995943812
2006,6,2006.46,59.61045344582385,34.63380753092759,31.987799535912824,-0.07479142167941329,3.1179637459854463,3.1978251526182246,1.8789823764133295,1.6122536940169219
2007,6,2007.46,62.54794350298449,38.493207396671345,34.01500480658522,1.753009121944635,3.046195517596104,2.983241117271028,1.6898947708527545,1.3803186591614682
2008,6,2008.46,68.53225950633778,41.21513778512372,36.052188254383076,1.5328401875709545,3.2259800784700983,2.9276531032187605,1.6868417022648547,1.331337934300991
2009,6,2009.46,69.34225332038501,42.58700903071975,38.50290301166708,2.7517088433929615,3.4926310648693573,3.2715867545611994,1.7700675328853155,1.4096986342800022
2010,6,2010.46,77.70242064274039,45.67825306858072,40.93431930761155,4.4873161868814435,3.806333651210896,3.409977683712505,1.7370023769518832,1.4415582372224836
2011,6,2011.46,74.91225921737187,48.6657897675093,42.62138848176394,4.437545202757846,3.8464811909564407,3.348095677325816,1.7960300349049263,1.526082041807191
2012,6,2012.46,75.46906512865958,53.228495186270045,44.39693334809956,4.491950621766009,3.5093947947261417,3.419381999447008,1.7458915146949812,1.5402343652056696
2013,6,2013.46,76.2707358425891,57.909221851686944,46.370192515175425,4.491275832663504,3.5538518438518834,3.3793352998319968,1.7736920676575034,1.4977111303184143
2014,6,2014.46,82.10437863459966,61.83379128391454,48.57248920007671,5.408214771057359,3.850803506004005,3.4352790468262135,1.8343102891016787,1.6047330672966849
2015,6,2015.46,84.44136531280067,67.56539808416166,51.117605490771915,6.744081659866183,3.8158917662913154,3.5438247231508795,1.8570668855250887,1.5895758987442044
2016,6,2016.46,91.06167216682452,72.78421801734295,54.33904501335521,8.035480982057365,3.8125233256698534,3.697014553201487,1.915972377965251,1.6063987774314885
2017,6,2017.46,93.789528535103,77.0803830480145,56.961961812538014,9.380210494314142,4.164530381049554,3.5650896793025675,1.9734106694542624,1.6601070756868639
2018,6,2018.46,91.45812046301008,79.48331444452312,58.62167714665795,9.793226232923175,4.084672835716075,3.757304231677588,1.9906137723570672,1.711780431829576
2019,6,2019.46,93.8981628427759,80.81453465822689,59.69844043367382,10.057181548000912,4.014360517659951,3.8911556941709415,2.049537294176776,1.7248508927099901
2020,6,2020.46,92.18736392218712,82.9201674276551,61.06141410707507,11.824570827174382,4.108488569441858,3.864053641588719,2.1823280551993087,1.860893599920435
2021,6,2021.46,99.93329126960084,85.88033018289458,61.98670241905679,14.44122832835591,4.582188537621585,3.958278281117901,2.297374937927021,1.9320152191496718
2022,6,2022.46,98.66904927731669,85.49145619194282,62.02515604244697,15.875577376948277,4.4592016456888715,4.354937904662014,2.4786950736575735,2.095365228752614
2023,6,2023.46,103.18580381607943,83.74452184642259,61.80270268017332,16.622804227390464,5.201569484724447,5.240556875997955,2.7109160955670593,2.376987432173555
2024,6,2024.46,107.22104849804724,83.01072779956532,61.792320760952656,16.925151393672866,12.453379229563643,6.506937590240239,3.150852845244627,3.047273359728171
