# Semihemispheric annual emissions with no systematic uncertainty for HFC-143a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:19.834693+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1985,6,1985.46,-1.6137712575400656,0.757733340093182,3.2703810090301886,-1.9700385356193237,2.831786466527803,3.492743241392685,1.4637841201815736,1.2408823879916224
1986,6,1986.46,-0.8848142572455799,0.7393259167338329,3.2566519965390626,-1.989565056244487,2.837162265046204,3.3468682213125365,1.4302684447729448,1.2193706818990322
1987,6,1987.46,-0.9854017232096339,0.6426717540743994,3.219904993722821,-2.02913179211788,2.731493783664086,3.2413577725396236,1.4136135952974145,1.1901281729393578
1988,6,1988.46,-0.7399732071373819,0.5741879254765081,3.1841467319274557,-2.111157227853653,2.436075059126933,3.1170246150635017,1.3737177279970911,1.1542828797836506
1989,6,1989.46,-0.75499725632028,0.5655317377752311,3.1782576288746895,-2.1337710787091737,2.601392335954892,3.01664284098936,1.341674288566541,1.114569377919318
1990,6,1990.46,-0.7376405078163089,0.551770038812947,3.17922339506228,-2.1174486566398087,2.5044521362992915,2.9234854164490796,1.2906785590397534,1.0961495727341724
1991,6,1991.46,-0.7745844165865492,0.5270838527205228,3.171797449870077,-2.1384763418303834,2.5331651201247047,2.8095781367997112,1.2414586327234456,1.0705694119873799
1992,6,1992.46,-0.7988039772333336,0.5331001430243322,3.177218577305919,-2.1164419703250297,2.550709319282628,2.707842383743004,1.1904133258626788,1.0522651770454758
1993,6,1993.46,-0.5773783623337477,0.5727177046182828,3.200370039313674,-2.0717489551238173,2.3170727429999496,2.638205615478309,1.1519316899905214,1.0213624225304196
1994,6,1994.46,-0.2770326176577022,0.5804659762862815,3.202527537694054,-2.0410055070585744,2.2043422138818256,2.4781012224764734,1.1158304481065975,0.9853605973365048
1995,6,1995.46,0.6893800812269931,0.6591177541538606,3.230469161570724,-2.010361946924449,2.0911598805154767,2.435284251438163,1.0766374734142397,0.9462626712579821
1996,6,1996.46,1.1865766700801164,0.7227054751104779,3.2469578764329534,-1.9853608658647641,2.1900282188862117,2.29043204957877,1.0229965974271533,0.8762651094296202
1997,6,1997.46,2.238295491396108,0.8799138359085673,3.307578921316566,-1.850771221433348,2.05267461186815,2.21600892819399,0.9689130754684074,0.8416217923979162
1998,6,1998.46,2.686636602621586,1.061242043093167,3.3871029765974767,-1.6913441857725058,2.0859980364489723,2.066308628216361,0.9293233194963129,0.8200102369586153
1999,6,1999.46,2.909041483842525,1.2390203724447475,3.470148620631864,-1.4875390437797822,1.9710307845768458,1.946440333164165,0.8910325708784742,0.7943973860308386
2000,6,2000.46,3.715839445316803,1.373990348876806,3.515430961928233,-1.3386896412714144,1.9734889015616974,1.778360988708876,0.8476692602950973,0.770718777600344
2001,6,2001.46,5.070300595229319,1.5512905018006393,3.558232952905485,-1.274441498953008,1.890588382166561,1.6214750866626995,0.7956731189196526,0.7329176226850166
2002,6,2002.46,5.900262439559264,1.7323876540322523,3.627696942357492,-1.1124601836142352,1.740332050631593,1.4438417199852813,0.7492161410704321,0.6504830869084246
2003,6,2003.46,6.20189019972709,1.9556753969825704,3.6960143800953644,-1.0005387637223728,1.399143364563141,1.262030378315243,0.6722069965691222,0.5782008636947685
2004,6,2004.46,6.388426879650097,2.2796231491230365,3.8190071848170226,-0.7998349238824997,0.9279400367513253,1.014268770969718,0.6040428513589495,0.4950103390985327
2005,6,2005.46,7.568087118193675,2.6531912409437264,3.9566006065862815,-0.5650959290982644,0.8094982132710439,0.7022742581503277,0.5278005838191437,0.43885893740836895
2006,6,2006.46,8.694002126018178,2.912943729352579,4.060949563318963,-0.31379862030356565,0.6565269672452207,0.6276621129011707,0.4437796123237027,0.3879410643119712
2007,6,2007.46,8.697086449479755,3.345506284898022,4.214004028573242,-0.21855461604500004,0.6813707209172214,0.6184897203404749,0.40700874183416896,0.35127781935238767
2008,6,2008.46,10.288594298364332,3.7290859705577772,4.430357619049197,-0.09079168878775201,0.7918934025378447,0.6563771226233037,0.4016083503770342,0.3421054819750345
2009,6,2009.46,10.238038450495937,3.610017579568195,4.653054745775783,0.12443803737461123,0.8472147386721063,0.6750210742103706,0.4243980908141367,0.3576518561886269
2010,6,2010.46,11.506779327069298,3.7177991965976402,4.871501143164288,0.31429173902894,0.9129059754994517,0.7310608217132897,0.4337560549676523,0.37125123705513985
2011,6,2011.46,11.947563153844955,3.9940496674402097,5.09076629167523,0.5016279509330931,0.9214534292731072,0.7552317929186609,0.4251994099682702,0.392320931638617
2012,6,2012.46,12.654700130620883,4.412702355229954,5.3825133652796,0.7313802757959794,0.9284585033898909,0.7560281598460092,0.42507162731195164,0.3982891382981663
2013,6,2013.46,13.220827605806962,4.671353336560402,5.600261267964264,0.8173771963518649,0.9651968489093702,0.7873830898749421,0.4473389341390667,0.40515337306151017
2014,6,2014.46,13.550365538405517,5.484407657017642,5.86116370547753,1.0059580397652412,0.9741125777535536,0.8289654289456249,0.4588626525641149,0.4073851168326517
2015,6,2015.46,13.798882969271235,6.507171669263472,6.164316843261268,1.2537538319034043,1.0146858741302793,0.8449266840970453,0.4907251200861237,0.4318942995209521
2016,6,2016.46,14.38224482146825,7.178802725481547,6.505484766086589,1.535473204596209,1.0527376709793899,0.9088723098507334,0.5127576471131103,0.4579198362479906
2017,6,2017.46,14.469451262477294,7.644146450364816,6.7469624147434715,1.7667985380257472,1.1695631129049278,0.9215258444953479,0.5459610207022649,0.4789651905144025
2018,6,2018.46,13.592918862031782,7.880256589580882,6.8767567167367005,1.92807071490001,1.1437770910278726,0.946044357896872,0.5619788504162574,0.48629578044986443
2019,6,2019.46,13.911885200796236,8.09612230952911,6.943262928860655,2.047787332949675,1.2270150945341798,0.9647826854116901,0.5832352912826814,0.5228385903791657
2020,6,2020.46,13.81766618089185,8.409282943874532,6.998771494476749,2.17390543650442,1.1682429918155914,0.9803644524844506,0.6333631022976821,0.5361155172223493
2021,6,2021.46,14.862676526434884,8.854264696615305,7.034051437199388,2.320268965732972,1.264298697298922,1.052859940713918,0.6603714628842743,0.5809006144553507
2022,6,2022.46,14.997535319739614,9.104187768467172,7.039888770437862,2.459407472927872,1.3667047457137553,1.1605841029797372,0.687297055567181,0.6115829008398187
2023,6,2023.46,16.156561503637025,9.271176935492408,7.022508250018909,2.5456291125554533,1.472047024354987,1.317394345858612,0.7377306825725142,0.6884072017713201
2024,6,2024.46,16.51563290354702,9.302652921086919,7.023984436572242,2.5751269964811816,2.935569744153359,1.526105433301328,0.818198963861655,0.7937481484281705
