# Semihemispheric mole fractions for HFC-143a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:19.657972+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fractions_box0,Semihemispheric_mole_fractions_box1,Semihemispheric_mole_fractions_box2,Semihemispheric_mole_fractions_box3,Semihemispheric_mole_fractions_1-sigma_box0,Semihemispheric_mole_fractions_1-sigma_box1,Semihemispheric_mole_fractions_1-sigma_box2,Semihemispheric_mole_fractions_1-sigma_box3
1985,5,1985.33,,,,,,,,
1985,6,1985.42,,,,,,,,
1985,7,1985.5,,,,,,,,
1985,8,1985.58,,,,,,,,
1985,9,1985.67,,,,,,,,
1985,10,1985.75,,,,,,,,
1985,11,1985.83,,,,,,,,
1985,12,1985.92,,,,,,,,
1986,1,1986.0,0.0,,,,0.08753981951089458,,,
1986,2,1986.08,,,,0.2091,,,,0.02414795094873476
1986,3,1986.17,,,,,,,,
1986,4,1986.25,,,,,,,,
1986,5,1986.33,,,,,,,,
1986,6,1986.42,,,,,,,,
1986,7,1986.5,,,,,,,,
1986,8,1986.58,,,,,,,,
1986,9,1986.67,0.25981666666666664,,,,0.06303131795813502,,,
1986,10,1986.75,,,,,,,,
1986,11,1986.83,,,,0.2541,,,,0.018994691732757862
1986,12,1986.92,,,,,,,,
1987,1,1987.0,,,,,,,,
1987,2,1987.08,,,,,,,,
1987,3,1987.17,,,,,,,,
1987,4,1987.25,,,,,,,,
1987,5,1987.33,,,,0.2661,,,,0.02792450191896894
1987,6,1987.42,,,,,,,,
1987,7,1987.5,,,,,,,,
1987,8,1987.58,,,,,,,,
1987,9,1987.67,,,,,,,,
1987,10,1987.75,,,,,,,,
1987,11,1987.83,,,,,,,,
1987,12,1987.92,,,,,,,,
1988,1,1988.0,,,,,,,,
1988,2,1988.08,,,,,,,,
1988,3,1988.17,,,,,,,,
1988,4,1988.25,,,,,,,,
1988,5,1988.33,0.3801,,,,0.026904155696146643,,,
1988,6,1988.42,,,,0.2906,,,,0.025417239543467345
1988,7,1988.5,,,,,,,,
1988,8,1988.58,,,,,,,,
1988,9,1988.67,,,,,,,,
1988,10,1988.75,,,,,,,,
1988,11,1988.83,0.292,,,,0.033861381011411805,,,
1988,12,1988.92,,,,,,,,
1989,1,1989.0,,,,,,,,
1989,2,1989.08,,,,,,,,
1989,3,1989.17,,,,,,,,
1989,4,1989.25,,,,0.3391,,,,0.03649391323936774
1989,5,1989.33,0.395825,,,,0.07449769580656608,,,
1989,6,1989.42,,,,,,,,
1989,7,1989.5,,,,,,,,
1989,8,1989.58,,,,,,,,
1989,9,1989.67,,,,,,,,
1989,10,1989.75,,,,,,,,
1989,11,1989.83,,,,0.3721,,,,0.028804779154204607
1989,12,1989.92,,,,,,,,
1990,1,1990.0,,,,,,,,
1990,2,1990.08,,,,0.3711,,,,0.0455270575144331
1990,3,1990.17,,,,,,,,
1990,4,1990.25,,,,0.3851,,,,0.023775096681664616
1990,5,1990.33,,,,,,,,
1990,6,1990.42,,,,,,,,
1990,7,1990.5,,,,,,,,
1990,8,1990.58,,,,,,,,
1990,9,1990.67,0.45,,,,0.010060349149010684,,,
1990,10,1990.75,,,,,,,,
1990,11,1990.83,,,,0.4286,,,,0.050980307664920975
1990,12,1990.92,,,,,,,,
1991,1,1991.0,,,,,,,,
1991,2,1991.08,,,,,,,,
1991,3,1991.17,0.50652,,,,0.027519308557018653,,,
1991,4,1991.25,0.5075000000000001,,,,0.017109198960281572,,,
1991,5,1991.33,,,,,,,,
1991,6,1991.42,,,,,,,,
1991,7,1991.5,,,,,,,,
1991,8,1991.58,,,,0.4581,,,,0.028457919632722626
1991,9,1991.67,,,,,,,,
1991,10,1991.75,,,,,,,,
1991,11,1991.83,,,,,,,,
1991,12,1991.92,,,,,,,,
1992,1,1992.0,,,,,,,,
1992,2,1992.08,,,,,,,,
1992,3,1992.17,,,,0.4761,,,,0.021563655462896358
1992,4,1992.25,,,,,,,,
1992,5,1992.33,,,,,,,,
1992,6,1992.42,,,,,,,,
1992,7,1992.5,,,,,,,,
1992,8,1992.58,,,,,,,,
1992,9,1992.67,,,,0.5071,,,,0.0425500787205206
1992,10,1992.75,,,,,,,,
1992,11,1992.83,,,,,,,,
1992,12,1992.92,,,,,,,,
1993,1,1993.0,,,,,,,,
1993,2,1993.08,,,,,,,,
1993,3,1993.17,,,,0.5061,,,,0.019040833895144927
1993,4,1993.25,,,,,,,,
1993,5,1993.33,,,,,,,,
1993,6,1993.42,0.519,,,,0.0952793447303769,,,
1993,7,1993.5,,,,,,,,
1993,8,1993.58,,,,,,,,
1993,9,1993.67,,,,,,,,
1993,10,1993.75,,,,,,,,
1993,11,1993.83,,,,,,,,
1993,12,1993.92,,,,,,,,
1994,1,1994.0,,,,,,,,
1994,2,1994.08,,,,0.5541,,,,0.03843836688807811
1994,3,1994.17,0.6234999999999999,,,,0.06362827830503116,,,
1994,4,1994.25,,,,0.5791,,,,0.014808811279859703
1994,5,1994.33,,,,,,,,
1994,6,1994.42,,,,,,,,
1994,7,1994.5,,,,,,,,
1994,8,1994.58,,,,,,,,
1994,9,1994.67,,,,,,,,
1994,10,1994.75,,,,0.6051,,,,0.028665017900264773
1994,11,1994.83,,,,,,,,
1994,12,1994.92,,,,,,,,
1995,1,1995.0,,,,,,,,
1995,2,1995.08,,,,0.6183,,,,0.020410286225393804
1995,3,1995.17,,,,0.6342,,,,0.030556203535288862
1995,4,1995.25,,,,,,,,
1995,5,1995.33,,,,,,,,
1995,6,1995.42,,,,0.6702,,,,0.04043248692437803
1995,7,1995.5,,,,,,,,
1995,8,1995.58,,,,0.6902,,,,0.05590235573649825
1995,9,1995.67,,,,0.6093333333333334,,,,0.05977712888908451
1995,10,1995.75,0.99,,,0.7052,0.11977166703774313,,,0.031108067147285125
1995,11,1995.83,,,,0.7131333333333334,,,,0.022667933935186943
1995,12,1995.92,,,,0.7282,,,,0.014958189532493563
1996,1,1996.0,,,,,,,,
1996,2,1996.08,,,,,,,,
1996,3,1996.17,,,,,,,,
1996,4,1996.25,1.0121,,,,0.032320074242046366,,,
1996,5,1996.33,,,,0.8112,,,,0.02172493661762906
1996,6,1996.42,,,,,,,,
1996,7,1996.5,,,,,,,,
1996,8,1996.58,,,,0.8122,,,,0.062132236734967136
1996,9,1996.67,,,,,,,,
1996,10,1996.75,,,,0.8552,,,,0.02751171889649936
1996,11,1996.83,,,,0.8752,,,,0.04912246639410525
1996,12,1996.92,,,,,,,,
1997,1,1997.0,,,,0.8908666666666667,,,,0.043167689543106194
1997,2,1997.08,,,,,,,,
1997,3,1997.17,,,,0.9362,,,,0.05320356263719565
1997,4,1997.25,,,,0.9932,,,,0.0356662303704779
1997,5,1997.33,,,,0.9862,,,,0.03299951131895744
1997,6,1997.42,,,,,,,,
1997,7,1997.5,,,,1.0393,,,,0.05211668962436601
1997,8,1997.58,,,,,,,,
1997,9,1997.67,,,,,,,,
1997,10,1997.75,,,,,,,,
1997,11,1997.83,,,,,,,,
1997,12,1997.92,,,,,,,,
1998,1,1998.0,1.6883333333333332,,,,0.053302368882369784,,,
1998,2,1998.08,,,,,,,,
1998,3,1998.17,,,,,,,,
1998,4,1998.25,,,,1.2263,,,,0.044342222910026735
1998,5,1998.33,,,,,,,,
1998,6,1998.42,1.914,,,1.3223,0.035019131357016835,,,0.06473980956260607
1998,7,1998.5,,,,,,,,
1998,8,1998.58,,,,,,,,
1998,9,1998.67,,,,,,,,
1998,10,1998.75,,,,1.4113,,,,0.05228268120135481
1998,11,1998.83,,,,,,,,
1998,12,1998.92,,,,,,,,
1999,1,1999.0,,,,,,,,
1999,2,1999.08,,,,1.5224,,,,0.05791557911443172
1999,3,1999.17,,,,,,,,
1999,4,1999.25,2.13305,,,1.5774,0.05799075014048038,,,0.055173634413639996
1999,5,1999.33,,,,,,,,
1999,6,1999.42,,,,,,,,
1999,7,1999.5,,,,,,,,
1999,8,1999.58,,,,1.7614,,,,0.0832991223339718
1999,9,1999.67,,,,,,,,
1999,10,1999.75,,,,,,,,
1999,11,1999.83,,,,1.8164,,,,0.059200142435301625
1999,12,1999.92,,,,,,,,
2000,1,2000.0,,,,,,,,
2000,2,2000.08,2.456,,,,0.2159680406356459,,,
2000,3,2000.17,,,,1.9395,,,,0.046855010437118684
2000,4,2000.25,2.66914,,,,0.09488647293189953,,,
2000,5,2000.33,,,,,,,,
2000,6,2000.42,,,,,,,,
2000,7,2000.5,,,,,,,,
2000,8,2000.58,,,,2.1385,,,,0.051370895140755525
2000,9,2000.67,,,,2.2165,,,,0.1164817988788914
2000,10,2000.75,,,,,,,,
2000,11,2000.83,,,,,,,,
2000,12,2000.92,,,,,,,,
2001,1,2001.0,,,,2.3546,,,,0.06203766945018164
2001,2,2001.08,,,,,,,,
2001,3,2001.17,,,,,,,,
2001,4,2001.25,,,,2.414,,,,0.04148479915583539
2001,5,2001.33,,,,,,,,
2001,6,2001.42,,,,,,,,
2001,7,2001.5,,,,2.6456,,,,0.05170930308716218
2001,8,2001.58,,,,,,,,
2001,9,2001.67,,,,2.5985,,,,0.04761861046442347
2001,10,2001.75,,,,,,,,
2001,11,2001.83,,,,,,,,
2001,12,2001.92,,,,,,,,
2002,1,2002.0,,,,,,,,
2002,2,2002.08,,,,,,,,
2002,3,2002.17,,,,,,,,
2002,4,2002.25,,,,,,,,
2002,5,2002.33,4.109,,,,0.07607467779918624,,,
2002,6,2002.42,,,,3.1168,,,,0.07256470836322572
2002,7,2002.5,,,,,,,,
2002,8,2002.58,,,,,,,,
2002,9,2002.67,,,,,,,,
2002,10,2002.75,,,,,,,,
2002,11,2002.83,,,,,,,,
2002,12,2002.92,,,,,,,,
2003,1,2003.0,,,,,,,,
2003,2,2003.08,,,,3.5018,,,,0.07235864656065645
2003,3,2003.17,,,,,,,,
2003,4,2003.25,4.6172421052631565,,,,0.11666378227177368,,,
2003,5,2003.33,,,,3.6179,,,,0.07499569862080425
2003,6,2003.42,,,,,,,,
2003,7,2003.5,,,,,,,,
2003,8,2003.58,,,,,,,,
2003,9,2003.67,,,,,,,,
2003,10,2003.75,,,,3.9339999999999997,,,,0.1427496336983041
2003,11,2003.83,5.127000000000002,,,,0.1635738323212182,,,
2003,12,2003.92,5.18,,,,0.14408719894563846,,,
2004,1,2004.0,5.189,,,4.077,0.16155348198739014,,,0.10997417956161347
2004,2,2004.08,5.154214285714286,,,4.092,0.1417869114514455,,,0.1046837156581672
2004,3,2004.17,5.231,,,4.172,0.1478163557670463,,,0.10860326995077084
2004,4,2004.25,5.3370000000000015,,,4.2189999999999985,0.17135825530230514,,,0.10232809673911657
2004,5,2004.33,5.432,,,4.275,0.16623230246856358,,,0.10892446422291918
2004,6,2004.42,5.482,,,4.369,0.14631044121661313,,,0.10547867951510392
2004,7,2004.5,5.497000000000001,,,4.435,0.14962479975007487,,,0.12391507780028226
2004,8,2004.58,5.586,,,4.517,0.16263801696097996,,,0.11229779797596212
2004,9,2004.67,5.5760000000000005,,,4.575,0.13441999857164116,,,0.11072200619682612
2004,10,2004.75,6.02125,,,4.602,0.2288476522446552,,,0.10814259331549247
2004,11,2004.83,5.832000000000002,,,4.646,0.14690414556437814,,,0.10516939802528112
2004,12,2004.92,5.9129999999999985,,,4.698,0.1633396206076468,,,0.1037780578397958
2005,1,2005.0,5.96,,,4.751,0.1719062407244135,,,0.11129342870201277
2005,2,2005.08,6.0310000000000015,,,4.811,0.18419429587327074,,,0.1078444367700532
2005,3,2005.17,6.0685,,,4.8610000000000015,0.14508985824330556,,,0.11399159022598992
2005,4,2005.25,6.1775,,,4.948,0.15517238825436214,,,0.12526139135423972
2005,5,2005.33,6.257999999999999,5.864,,5.025,0.14409114493611325,0.1427820840862046,,0.12310760600486878
2005,6,2005.42,6.304499999999999,5.9129999999999985,,5.117,0.14603867497366066,0.2315574046759248,,0.12267644162694807
2005,7,2005.5,6.33,6.075,,5.167000000000002,0.16212574756959489,0.26193807742718506,,0.13065029766613626
2005,8,2005.58,6.416499999999999,6.126,,5.215,0.1480580403762744,0.3033363879276603,,0.11480493132374585
2005,9,2005.67,6.5489999999999995,6.193,,5.277,0.1702024953467193,0.3121965279119068,,0.12238166517191207
2005,10,2005.75,6.696000000000001,6.153,,5.355,0.1771693095770258,0.2314545832344869,,0.12541151385040372
2005,11,2005.83,6.8065,6.252000000000002,,5.449,0.18340642955622494,0.24843021749376626,,0.12650904462626378
2005,12,2005.92,6.876,6.504,,5.48,0.20355050998707916,0.1844362324924254,,0.11020334114717213
2006,1,2006.0,6.894,6.559,,5.504,0.18311619262370002,0.17302406177248875,,0.1105284843648912
2006,2,2006.08,7.02,6.584,,5.593,0.20653713685436811,0.16941599834726356,,0.11828959776856965
2006,3,2006.17,7.0725,6.511,,5.692,0.16991252091609524,0.1551951261871648,,0.11198924378707092
2006,4,2006.25,7.144,6.66,,5.773,0.16122887885239418,0.18433613888763106,,0.11761981027977388
2006,5,2006.33,7.229,6.7189999999999985,5.996,5.886,0.16464996374809807,0.15688121503943675,0.12978419147184295,0.12519225279944446
2006,6,2006.42,7.312,6.938,6.136,5.957999999999998,0.1833028638728812,0.19673582167210926,0.14160278082015196,0.12611608243598435
2006,7,2006.5,7.346500000000002,7.171,6.247000000000001,6.0379999999999985,0.1712735288874568,0.22044495313399676,0.15074667061082975,0.13096006692499818
2006,8,2006.58,7.468999999999999,7.007999999999999,6.3020000000000005,6.105,0.17166239507314934,0.4077398182959324,0.14220219509205898,0.13180302180242304
2006,9,2006.67,7.647,7.11,6.374,6.188,0.20180809399092495,0.3464661732766996,0.13274765248771822,0.12728243556752047
2006,10,2006.75,7.8245,7.098,6.422999999999999,6.265,0.18463993979651994,0.2715536626322687,0.14571085896476624,0.13772027358471955
2006,11,2006.83,7.897,7.296,6.561,6.3279999999999985,0.19346115966842028,0.2148867316890459,0.1638550267530722,0.12740041500717333
2006,12,2006.92,7.925,7.407999999999999,6.671,6.332000000000002,0.1843877203239142,0.188121401823397,0.17887631232851933,0.12978695036096655
2007,1,2007.0,7.965999999999998,7.419,6.68,6.434,0.18069922722856346,0.19594403533215804,0.1805476347117292,0.13662414838160933
2007,2,2007.08,8.0145,7.541,6.9270000000000005,6.533,0.17958137219812778,0.19335447732661895,0.152526919985457,0.14840368671380774
2007,3,2007.17,8.017000000000001,7.697,6.964,6.602,0.1959040088417029,0.2343888371920685,0.17957557973176644,0.1387890431158022
2007,4,2007.25,8.192499999999999,7.727,6.974,6.775,0.19605259132197794,0.18641647598924835,0.16770609720877772,0.1435146165247638
2007,5,2007.33,8.245000000000001,7.99,7.04,6.785,0.19165740738685266,0.2924063392353182,0.1648700870382496,0.14178279957826334
2007,6,2007.42,8.311,7.947999999999999,7.03,6.894,0.18690652287239734,0.1679976909484175,0.15848924261602113,0.14567185727174622
2007,7,2007.5,8.350999999999999,,7.105,6.935,0.21420200155985936,,0.17505273221589546,0.14077518515793186
2007,8,2007.58,8.438500000000001,8.1,7.2010000000000005,6.978,0.21437223430883606,0.3385015841912708,0.17685689319969974,0.14077474478399882
2007,9,2007.67,8.632000000000001,8.208,7.356,7.09,0.20576196243232134,0.3715613362878328,0.17858512781304048,0.1434381059028597
2007,10,2007.75,8.6725,8.131,7.462999999999999,7.152,0.20622508762045053,0.2784516261081088,0.17978970065120528,0.15598040923141598
2007,11,2007.83,8.790500000000002,8.26,7.576,7.25,0.21781596445293566,0.22339195173506135,0.19449164510590167,0.14391018249241436
2007,12,2007.92,8.8615,8.351,7.6179999999999986,7.2810000000000015,0.2017417981419877,0.2274807628619396,0.2082204019999001,0.15192688581107033
2008,1,2008.0,9.0445,8.479,7.826,7.352,0.22136646397560425,0.1785888835069249,0.20560714637628724,0.15532105737471658
2008,2,2008.08,9.1185,8.65,7.794,7.4529999999999985,0.23345027790208886,0.1964571852211061,0.19157822736678606,0.15478607059503124
2008,3,2008.17,9.181000000000001,8.734,7.876,7.537000000000001,0.2174492117305786,0.1981514075675467,0.17353109841178324,0.16211580416557175
2008,4,2008.25,9.2885,8.771,7.935,7.669,0.25756106893329683,0.21947508414908973,0.1722962862520548,0.16766631141123728
2008,5,2008.33,9.4125,8.792,7.991,7.747000000000001,0.2404002522649727,0.2101159789830369,0.18031588408193552,0.16929370469763488
2008,6,2008.42,9.3995,8.927999999999997,8.051,7.8039999999999985,0.2437159225780345,0.26227814499877794,0.17505103290826365,0.17331094240122288
2008,7,2008.5,9.488,9.178,8.044,7.876,0.20836213356557856,0.26625958192898896,0.1762730582817465,0.15750886361090924
2008,8,2008.58,9.5435,9.198,8.23,7.978,0.23467443893629,0.35959591528408663,0.17413007214435994,0.15456163744280144
2008,9,2008.67,9.8125,9.362,8.302,8.046,0.22517967001721648,0.2252951569142133,0.20239896810260666,0.15247934968709695
2008,10,2008.75,9.827,9.128,8.408999999999999,8.132,0.22674526052433824,0.3985536031000097,0.18085117155343505,0.16156650545208928
2008,11,2008.83,10.039,9.548,8.562000000000001,8.196,0.2635579046286604,0.26977857914222914,0.2112038364447957,0.17432221532552872
2008,12,2008.92,10.189,9.647,8.767999999999999,8.277999999999999,0.2503479179906436,0.28218050924939875,0.2404038011013969,0.15347966825934958
2009,1,2009.0,10.1445,9.654,8.894,8.329,0.3125915660219618,0.2329669991243395,0.23379447384615404,0.15802086131979534
2009,2,2009.08,10.241,9.673,8.943999999999997,8.458,0.2825868141868088,0.2281284647304014,0.2319906803645353,0.1728587754468948
2009,3,2009.17,10.255999999999998,9.835,9.08,8.583,0.25970321941785784,0.2307162478159048,0.2678246299353366,0.18180231786269946
2009,4,2009.25,10.4195,9.892,9.087,8.697000000000001,0.25181955468760264,0.21438543682815772,0.2467724744785164,0.17377109512300948
2009,5,2009.33,10.491499999999998,9.97,9.077,8.907,0.2690780287297023,0.21217420914192187,0.2265639041644763,0.17129757205007315
2009,6,2009.42,10.5705,10.052,9.062,8.961,0.25534727681250585,0.2276946994639972,0.2153651028579143,0.18792962670172575
2009,7,2009.5,10.678,10.253,9.152,9.01,0.2598516095178169,0.2551489985288008,0.1953955374720723,0.17124918167687692
2009,8,2009.58,10.7835,10.407,9.325,9.1,0.2523871712668109,0.3250572456356726,0.2121076823367084,0.1760937889307854
2009,9,2009.67,10.9105,10.42,9.415,9.19,0.25563767433725904,0.2698590834120653,0.22157808049590555,0.17893622669822898
2009,10,2009.75,11.0625,10.442,,9.257,0.2671004627973574,0.2693211425956009,,0.17987401240938058
2009,11,2009.83,11.225,10.33,,9.352,0.2759056363256286,0.3108882404096366,,0.18173320792854564
2009,12,2009.92,11.3175,10.521,,9.372,0.3160638554968956,0.2415776165381429,,0.1759798597680996
2010,1,2010.0,11.347,10.604,,9.428,0.28059648581236724,0.27642196214483394,,0.18124165041181892
2010,2,2010.08,11.4545,10.719,,9.593,0.2606548800628189,0.25739016615296323,,0.18257870341376076
2010,3,2010.17,11.583,10.704,9.966,,0.2639141210322972,0.2751621548396509,0.2365167747137611,
2010,4,2010.25,11.7015,10.944,10.227,,0.25659083983564673,0.24192703812513394,0.2100001042148551,
2010,5,2010.33,11.712,11.005999999999998,,9.961,0.2537814798286116,0.2440229431856767,,0.2070967384877174
2010,6,2010.42,11.743,11.254,,9.995,0.2535251345335409,0.31950140450552017,,0.1939117887242805
2010,7,2010.5,11.7805,11.46,10.293,10.126,0.2796138481425097,0.339527654396516,0.23196499173420546,0.18567819538384145
2010,8,2010.58,11.8505,11.429,10.412,10.28,0.28005981835237004,0.4814673931454237,0.23750905836199174,0.20162327345819975
2010,9,2010.67,12.1095,11.566,10.539,10.348,0.3103691146772863,0.43508680044446296,0.22513984396869874,0.1949072357917992
2010,10,2010.75,12.3775,11.504,10.753,10.422,0.28619858896675665,0.36520420843139256,0.2556080069173303,0.20855520460779686
2010,11,2010.83,12.4785,11.618,10.855,10.527,0.3143232475852884,0.367890934665425,0.25966034844821806,0.20296582648379508
2010,12,2010.92,12.5815,11.917,10.970999999999998,10.547,0.3292048453889501,0.2790475829141869,0.2531754005867276,0.2053433092414993
2011,1,2011.0,12.6115,11.981,,10.640999999999998,0.33890646800417146,0.2562205149519648,,0.2093396936852875
2011,2,2011.08,12.64,12.161,11.22,10.667,0.29632334298870217,0.3244811720150339,0.2540651823843637,0.21302097556402752
2011,3,2011.17,12.6915,12.148,11.228,10.765999999999998,0.25817328172191345,0.2503537404633692,0.26824989961601103,0.21895116880482732
2011,4,2011.25,12.8325,,11.187,10.925,0.2821603968739456,,0.23784828527918805,0.2205075257360846
2011,5,2011.33,12.962,12.265,11.220999999999998,11.027,0.2428305172934407,0.2866419870783937,0.2596213135746948,0.220182117734956
