# Semihemispheric annual emissions for HFC-143a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:19.824529+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1993,6,1993.46,-0.5773783623337477,0.5727177046182828,3.200370039313674,-2.0717489551238173,2.3838847590149412,2.702925166413206,1.2243827948679984,1.0318275731486
1994,6,1994.46,-0.2770326176577022,0.5804659762862815,3.202527537694054,-2.0410055070585744,2.294251122034568,2.6213647562766345,1.1788853528721042,0.9830797247394655
1995,6,1995.46,0.6893800812269931,0.6591177541538606,3.230469161570724,-2.010361946924449,2.0671609280316754,2.4768233451321713,1.139695777657508,0.9349071323936596
1996,6,1996.46,1.1865766700801164,0.7227054751104779,3.2469578764329534,-1.9853608658647641,2.2481737688232832,2.3963727547234757,1.0919024404395996,0.8804877426618436
1997,6,1997.46,2.238295491396108,0.8799138359085673,3.307578921316566,-1.850771221433348,2.059639026737213,2.283353249609418,1.0555214392847005,0.8632243926075513
1998,6,1998.46,2.686636602621586,1.061242043093167,3.3871029765974767,-1.6913441857725058,2.159419485212402,2.146690098533371,1.0082921809869871,0.8325463467104197
1999,6,1999.46,2.909041483842525,1.2390203724447475,3.470148620631864,-1.4875390437797822,2.0293664575782233,1.9961933229814497,0.948686766775226,0.7820377839203031
2000,6,2000.46,3.715839445316803,1.373990348876806,3.515430961928233,-1.3386896412714144,2.1031803701822835,1.8277880853569943,0.9016929194920298,0.7705364417040922
2001,6,2001.46,5.070300595229319,1.5512905018006393,3.558232952905485,-1.274441498953008,1.9262825679483704,1.6966170681964603,0.8489610861826965,0.7280500550369351
2002,6,2002.46,5.900262439559264,1.7323876540322523,3.627696942357492,-1.1124601836142352,1.6588091747935412,1.4882641587836454,0.7846092112174016,0.6714377222336189
2003,6,2003.46,6.20189019972709,1.9556753969825704,3.6960143800953644,-1.0005387637223728,1.4717565066728442,1.3002580514722761,0.7085386593333405,0.602212521314977
2004,6,2004.46,6.388426879650097,2.2796231491230365,3.8190071848170226,-0.7998349238824997,0.945139244253464,1.0265421563734036,0.6251062332849658,0.5086646468894424
2005,6,2005.46,7.568087118193675,2.6531912409437264,3.9566006065862815,-0.5650959290982644,0.8478164391769555,0.7073846185250368,0.5375708919573364,0.44360314039335624
2006,6,2006.46,8.694002126018178,2.912943729352579,4.060949563318963,-0.31379862030356565,0.7703579000360756,0.6389615286621535,0.46061523725229886,0.3881550227211082
2007,6,2007.46,8.697086449479755,3.345506284898022,4.214004028573242,-0.21855461604500004,0.7797660579123118,0.6286148505400281,0.44328179174207305,0.3463692161848091
2008,6,2008.46,10.288594298364332,3.7290859705577772,4.430357619049197,-0.09079168878775201,0.8746694824680649,0.6657790640941119,0.4391317006894797,0.3496888162334933
2009,6,2009.46,10.238038450495937,3.610017579568195,4.653054745775783,0.12443803737461123,0.9133690493741771,0.6927812791956118,0.4493927972306481,0.3577215047140595
2010,6,2010.46,11.506779327069298,3.7177991965976402,4.871501143164288,0.31429173902894,1.0044151954589495,0.726864138568229,0.4596398986111504,0.36744724274194
2011,6,2011.46,11.947563153844955,3.9940496674402097,5.09076629167523,0.5016279509330931,1.0670094593579116,0.7837375574848241,0.47317695038209806,0.39154114259242034
2012,6,2012.46,12.654700130620883,4.412702355229954,5.3825133652796,0.7313802757959794,1.1020132635157731,0.7905216376794572,0.49673271537695585,0.3989171096963736
2013,6,2013.46,13.220827605806962,4.671353336560402,5.600261267964264,0.8173771963518649,1.1151010960255132,0.811223354843987,0.5216731562018777,0.41333941657162665
2014,6,2014.46,13.550365538405517,5.484407657017642,5.86116370547753,1.0059580397652412,1.1658494891953135,0.8134074292829707,0.531639487623786,0.4313333621630523
2015,6,2015.46,13.798882969271235,6.507171669263472,6.164316843261268,1.2537538319034043,1.1945975817610186,0.8662307845191526,0.5663919981849965,0.4567762976628114
2016,6,2016.46,14.38224482146825,7.178802725481547,6.505484766086589,1.535473204596209,1.2587759897231128,0.9356723669730186,0.6033847541894912,0.451317042878289
2017,6,2017.46,14.469451262477294,7.644146450364816,6.7469624147434715,1.7667985380257472,1.2845120541301804,0.9319602620892911,0.6338569803295915,0.48403671880284116
2018,6,2018.46,13.592918862031782,7.880256589580882,6.8767567167367005,1.92807071490001,1.3483232027852143,1.0158571325709287,0.6624680706418942,0.5129271903723007
2019,6,2019.46,13.911885200796236,8.09612230952911,6.943262928860655,2.047787332949675,1.3559344265554831,1.0459653589271092,0.6792853687583832,0.5388060596907687
2020,6,2020.46,13.81766618089185,8.409282943874532,6.998771494476749,2.17390543650442,1.4321844858260337,1.069155626479164,0.7132947099801631,0.5529413328063577
2021,6,2021.46,14.862676526434884,8.854264696615305,7.034051437199388,2.320268965732972,1.4798165928223033,1.1348102892448249,0.7484454567190851,0.5878824150697222
2022,6,2022.46,14.997535319739614,9.104187768467172,7.039888770437862,2.459407472927872,1.5681469147841003,1.2057215247814645,0.7920202632949654,0.6184916159661904
2023,6,2023.46,16.156561503637025,9.271176935492408,7.022508250018909,2.5456291125554533,1.7928955334490841,1.3649607025394699,0.8306851771495828,0.7006768137528652
2024,6,2024.46,16.51563290354702,9.302652921086919,7.023984436572242,2.5751269964811816,3.0195870016056245,1.5744046704855794,0.8871944944797663,0.8130539220786529
