# Semihemispheric annual emissions for HFC-245fa 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:21.437630+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1999,6,1999.46,-1.5118570840126608,0.8515756445286229,1.676444395649611,-1.1212820695832022,0.46592359011774537,0.4858340348208333,0.34238039563338746,0.25010729035412704
2000,6,2000.46,-1.6994172808817467,0.8721305364899763,1.6870264502049679,-1.0947096140213262,0.45147912908473187,0.47290604879460796,0.34037888620170387,0.24870905255062423
2001,6,2001.46,-1.757674871112816,0.9100060118633383,1.7001865453686946,-1.0626015844820103,0.44970039032939463,0.4697375451751707,0.3373558202112984,0.24636302124756906
2002,6,2002.46,-1.3585225642041945,0.9827224366237374,1.7171846161026803,-1.0232941229452395,0.4165682245064542,0.46362499810115154,0.3366458169084799,0.24411425452361082
2003,6,2003.46,0.17790627257218272,1.1456692849646042,1.7446836339640956,-0.964254738966183,0.399071328532985,0.4623401026502507,0.3349654773119426,0.2435137889166234
2004,6,2004.46,1.6788490867502235,1.3337808251839485,1.7846759155439862,-0.8830755202932618,0.42721542874777113,0.4553873590449494,0.3336080702755899,0.24422978758072472
2005,6,2005.46,3.0455923666586813,1.5262745069652628,1.8358475901624842,-0.7640600366825169,0.4620202539552102,0.4489074110712611,0.33452726106572284,0.24116073326805965
2006,6,2006.46,4.027041307821528,1.68746811292975,1.8821648783788267,-0.637362559362649,0.508313985355668,0.4495808293320091,0.33850250878982635,0.23930940748140467
2007,6,2007.46,4.103074401710967,1.779115893227533,1.9159011430972948,-0.5458156707479852,0.557896622921874,0.4467709775434326,0.34717558480276145,0.2384380477981571
2008,6,2008.46,4.081202687810929,1.8560623121823063,1.9433708594380104,-0.47448387056297614,0.5801584720348829,0.4426765981846256,0.35845961941287763,0.23753270517652642
2009,6,2009.46,3.8673992214091726,1.9147792458204584,1.9662430736287657,-0.419260882366173,0.6039134618553091,0.44695658596935256,0.3709664838003079,0.2362707565654773
2010,6,2010.46,4.216156453814605,2.016232101445272,1.9914964537360387,-0.3633581979876639,0.6818641416097877,0.459055565511764,0.3777791938117723,0.23668492382828632
2011,6,2011.46,4.7502616126199655,2.1300333186504226,2.0181125851868895,-0.3053679113158254,0.7340214014654324,0.46846749237448415,0.38299336347422314,0.23764021239705002
2012,6,2012.46,5.214025348275129,2.2396614051076007,2.0442203494029965,-0.24933346376847831,0.8307481796168169,0.4830407925138706,0.39071826934886433,0.23726815495710166
2013,6,2013.46,5.537200741413201,2.3360302914511557,2.0692822912753908,-0.1956440272043225,0.883252162107692,0.49617637083733845,0.401749339622186,0.24093500781012533
2014,6,2014.46,5.954970616881937,2.434099995822354,2.094946746374438,-0.14093803986049958,0.9700143107960925,0.5204085815394681,0.4123542324394417,0.2402469279803308
2015,6,2015.46,6.51318573739043,2.539988720332591,2.1216839974790727,-0.08451300304952136,1.0495840368010902,0.5384420881071766,0.41866511661560957,0.24237244941344854
2016,6,2016.46,7.172288366616215,2.64848689516052,2.148128435989554,-0.029391799631297122,1.1436389358837127,0.5532792896557769,0.4250816435310825,0.24463719005360898
2017,6,2017.46,7.793879481111219,2.7482306663045257,2.1724575868960927,0.02147710517790946,1.273345973669924,0.5776709828903872,0.43430849677715516,0.2495696062352554
2018,6,2018.46,8.266481078146668,2.830787073168839,2.193605578578803,0.06577609459641698,1.371230519427824,0.5976784678531218,0.442338477241115,0.25523660976935764
2019,6,2019.46,8.526946733735954,2.8873259006824448,2.209848680226975,0.10054508168691845,1.4506850321448927,0.6195049148519362,0.45520950703462026,0.26014310138328517
2020,6,2020.46,8.531989302885535,2.9182162953060846,2.2210437014237017,0.1252254726713331,1.5098928707192836,0.6493540300434584,0.4718639572098483,0.26366147509645693
2021,6,2021.46,8.43005023875267,2.932739964198394,2.2278575066909867,0.1409851387130785,1.5540267446771792,0.674881428065881,0.484569954125941,0.26821973484907286
2022,6,2022.46,8.29991881232256,2.93562292025587,2.2313853758240385,0.14949955067409482,1.6057435080666913,0.6924967563874032,0.4993593201534567,0.27275615839233747
2023,6,2023.46,8.21848566451331,2.934653028939639,2.2327261700178895,0.15299772650043186,1.6730528226440404,0.7169528534340311,0.5131196803559367,0.278559769243205
2024,6,2024.46,8.201491413809421,2.9341015701610935,2.2329053698387384,0.15354178798794882,1.7557408272200825,0.735609404803637,0.5238867118794363,0.2884643215332057
