# Semihemispheric annual emissions with no systematic uncertainty for HFC-245fa 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:21.486227+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
2010,6,2010.46,4.216156453814605,2.016232101445272,1.9914964537360387,-0.3633581979876639,0.37680344677119526,0.38189591654739286,0.2948256912726048,0.23434059309930752
2011,6,2011.46,4.7502616126199655,2.1300333186504226,2.0181125851868895,-0.3053679113158254,0.37679958792908813,0.3838155559969647,0.2942289766731067,0.2329003518019987
2012,6,2012.46,5.214025348275129,2.2396614051076007,2.0442203494029965,-0.24933346376847831,0.3885271290795769,0.38360634778070996,0.2958921963890767,0.234193123502462
2013,6,2013.46,5.537200741413201,2.3360302914511557,2.0692822912753908,-0.1956440272043225,0.38537612554480133,0.3862939850518442,0.2957545084787744,0.23393282664822698
2014,6,2014.46,5.954970616881937,2.434099995822354,2.094946746374438,-0.14093803986049958,0.4013937736517261,0.3863740345317366,0.2985954399639557,0.23911827409877154
2015,6,2015.46,6.51318573739043,2.539988720332591,2.1216839974790727,-0.08451300304952136,0.39363937608530475,0.38853517143207733,0.2994734227287386,0.24170665408091072
2016,6,2016.46,7.172288366616215,2.64848689516052,2.148128435989554,-0.029391799631297122,0.4124855993556293,0.39417863394167696,0.3001506108745217,0.24089719521229414
2017,6,2017.46,7.793879481111219,2.7482306663045257,2.1724575868960927,0.02147710517790946,0.43463473389514584,0.39755134873027986,0.30072584607985925,0.2443159293381772
2018,6,2018.46,8.266481078146668,2.830787073168839,2.193605578578803,0.06577609459641698,0.42918683325834267,0.3996532786647236,0.3031586780613562,0.24896967654915714
2019,6,2019.46,8.526946733735954,2.8873259006824448,2.209848680226975,0.10054508168691845,0.4266907069843197,0.4046957303682562,0.30393050944468036,0.25191427900057983
2020,6,2020.46,8.531989302885535,2.9182162953060846,2.2210437014237017,0.1252254726713331,0.4508826750857112,0.40943757740763703,0.3053027647890864,0.257666973543642
2021,6,2021.46,8.43005023875267,2.932739964198394,2.2278575066909867,0.1409851387130785,0.44975750222378613,0.4247812309279637,0.3073627124764653,0.2626853897378702
2022,6,2022.46,8.29991881232256,2.93562292025587,2.2313853758240385,0.14949955067409482,0.49934245497228763,0.4371946472373083,0.3087760370794666,0.2671679458289258
2023,6,2023.46,8.21848566451331,2.934653028939639,2.2327261700178895,0.15299772650043186,0.5757405448071408,0.45262263657915175,0.3106641812222615,0.2723847332419004
2024,6,2024.46,8.201491413809421,2.9341015701610935,2.2329053698387384,0.15354178798794882,0.682533015407512,0.4668815304158013,0.31327861278127345,0.2773539347634852
